报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),46830,47931,73897,81663,24782,21160,24185,34141,14130,13500,12801,27054,15755,18686,30951,39761,21079,23767,23898,35297,18777,19178,26938,34139,23070,28605,33601,42582,31426,36530,34863,47381,49594,67527,14106,16109,15592,7670,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,21,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),609,188,100,74,48,11,60,138,80,263,216,339,122,318,450,105,25,377,160,100,190,170,10,--,75,265,423,778,30,10,--,--,--,296,0,30,245,0,
应收账款(万元),37695,39587,41563,42372,46656,45206,34438,40605,35846,35096,37146,39506,26790,25919,21595,24380,20118,26185,15042,14920,17871,20662,14241,9862,13551,16838,13253,12192,12510,9334,10959,5437,4630,3849,3634,3212,3518,1821,
预付款项(万元),11509,12295,8634,5793,10105,9137,7169,6945,7660,6583,6421,2949,6774,4004,3347,2403,4521,3494,4110,2836,9027,8836,4876,4174,9439,8737,8727,5643,8380,5431,7948,5802,2405,2270,2021,1438,1242,1689,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
