报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),86819,72876,51040,63183,73760,50944,43921,54737,64608,53825,47844,65250,110044,43046,31769,25417,34508,31745,37382,35901,41488,30875,23243,41192,45857,40739,44551,65819,16334,15223,10283,8106,3699,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,54,--,--,--,69,--,--,--,--,--,--,--,--,--,6,--,--,--,47,128,--,0,4,0,27,1,--,27,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),20067,25690,53371,44236,26790,44589,49929,37210,29255,26390,19933,14119,16952,16121,13015,11798,12929,14071,14932,8292,5769,7345,7336,5468,5653,6231,3222,2096,1601,927,1691,2307,1515,
应收账款(万元),55227,58271,66231,60988,56567,50851,47201,44013,39213,40058,42900,42001,38142,36087,39378,32924,35590,35679,32551,29969,30372,27722,27828,25771,24226,23725,21229,22621,19140,16461,13703,10396,9306,
预付款项(万元),15079,22597,25593,29224,25128,23934,28206,16916,21954,17125,7789,11492,17774,6118,6872,10386,10557,14199,12075,9253,8930,10482,6013,12305,5809,11482,9409,8880,5932,5088,6651,4809,3050,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,67,--,--,--,--,--,--,2,2,2,2,21,21,129,129,77,118,199,176,141,105,371,227,334,204,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他应收款(万元),--,3539,526,689,426,475,312,488,304,532,249,455,391,503,188,520,446,327,180,238,617,315,194,372,487,233,135,414,355,756,284,363,141,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
