报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),17896,20697,23779,31405,8750,8570,6468,
结算备付金(万元),--,0,--,--,--,--,--,
拆出资金(万元),--,0,--,--,--,--,--,
交易性金融资产(万元),--,0,--,--,--,--,--,
衍生金融资产(万元),--,0,--,--,--,--,--,
应收票据(万元),--,22,1343,2710,684,--,843,
应收账款(万元),22471,18910,11206,12754,8072,3419,2823,
预付款项(万元),1332,203,289,124,158,389,271,
应收保费(万元),--,0,--,--,--,--,--,
应收分保账款(万元),--,0,--,--,--,--,--,
应收分保合同准备金(万元),--,0,--,--,--,--,--,
应收利息(万元),--,0,--,--,--,--,--,
应收股利(万元),--,0,--,--,--,--,--,
其他应收款(万元),1282,757,1264,1216,1003,477,410,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,0,--,--,--,--,--,
存货(万元),12527,12971,13672,14169,8844,1177,302,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,0,--,--,--,--,--,
其他流动资产(万元),15639,309,1823,1576,27929,356,13,
流动资产合计(万元),71146,53869,53376,63954,55441,14389,11130,
发放贷款及垫款(万元),--,0,--,--,--,--,--,
可供出售金融资产(万元),4059,0,--,--,--,--,--,
持有至到期投资(万元),--,0,--,--,--,--,--,
长期应收款(万元),--,0,--,--,--,--,--,
长期股权投资(万元),2056,2301,2410,2504,2644,2773,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,0,--,--,--,--,--,
固定资产原值(万元),--,10159,10016,9816,10035,1213,--,
累计折旧(万元),--,2165,1895,1633,783,251,--,
固定资产净值(万元),--,7994,8120,8184,9251,963,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),7825,7994,8120,8184,9251,963,309,
在建工程(万元),16,16,16,16,16,6215,76,
工程物资(万元),--,0,--,--,--,--,--,
固定资产清理(万元),--,0,--,--,--,--,--,
生产性生物资产(万元),--,0,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,0,--,--,--,--,--,
无形资产(万元),8748,7820,7293,7525,6285,4808,3771,
开发支出(万元),--,0,--,--,--,--,--,
商誉(万元),--,0,--,--,--,--,--,
长期待摊费用(万元),1579,1681,1973,2193,1699,39,29,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),758,821,838,365,355,425,50,
其他非流动资产(万元),708,467,55,95,59,--,--,
非流动资产合计(万元),25749,21099,20705,20882,20309,15223,4236,
资产总计(万元),96895,74968,74081,84836,75750,29611,15366,
短期借款(万元),--,0,--,--,--,--,--,
向中央银行借款(万元),--,0,--,--,--,--,--,
吸收存款及同业存放(万元),--,0,--,--,--,--,--,
拆入资金(万元),--,0,--,--,--,--,--,
交易性金融负债(万元),--,0,--,--,--,--,--,
衍生金融负债(万元),--,0,--,--,--,--,--,
应付票据(万元),--,0,--,--,--,--,--,
应付账款(万元),2442,3511,1259,7808,6891,4757,2384,
预收账款(万元),--,0,511,145,658,143,124,
卖出回购金融资产款(万元),--,0,--,--,--,--,--,
应付手续费及佣金(万元),--,0,--,--,--,--,--,
应付职工薪酬(万元),557,531,541,561,434,364,228,
应交税费(万元),381,315,73,407,285,813,217,
应付利息(万元),--,0,--,--,--,--,--,
应付股利(万元),--,0,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),2193,1860,1939,3308,1098,2459,349,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
