报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),17498,14617,10209,6067,9374,5278,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),--,25,28,6,27,6,
应收账款(万元),20911,23326,20747,16291,12634,12613,
预付款项(万元),2938,1087,1003,502,477,566,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),993,521,437,493,1108,9421,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),16369,14309,14132,7861,6799,6261,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),24593,828,1633,1089,2826,2829,
流动资产合计(万元),83302,54713,48190,32309,33245,36974,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,1550,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,80717,69130,44864,35863,--,
累计折旧(万元),--,16141,13761,10335,7691,--,
固定资产净值(万元),--,64576,55369,34529,28172,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),65414,64576,55369,34529,28172,26627,
在建工程(万元),1808,2005,2954,6073,1898,2907,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2048,2070,2078,2132,1899,1600,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),225,115,129,150,229,264,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),236,191,196,202,87,162,
其他非流动资产(万元),--,785,271,19,125,365,
非流动资产合计(万元),69731,69743,60997,43104,32409,33475,
资产总计(万元),153033,124456,109187,75413,65654,70449,
短期借款(万元),19740,35409,32326,15379,26988,21894,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),4661,5232,5728,3431,5535,2786,
应付账款(万元),14501,18021,15377,10720,10670,14542,
预收账款(万元),1618,1595,1081,607,606,495,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1269,1341,1788,1116,868,689,
应交税费(万元),1405,694,393,303,484,97,
应付利息(万元),21,81,145,72,109,67,
应付股利(万元),--,--,--,659,659,77,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),359,1388,1360,986,1012,15020,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),43573,63762,58197,33272,46932,55667,
长期借款(万元),3426,3530,--,--,1700,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),57,59,--,--,--,--,
递延所得税负债(万元),741,815,749,622,184,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),4224,4404,749,622,1884,0,
负债合计(万元),47797,68166,58946,33894,48816,55667,
实收资本(或股本)(万元),9724,7293,7293,7293,5831,5831,
资本公积(万元),68205,26766,26104,26104,9264,9586,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),386,386,386,119,198,119,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),26731,21651,16363,8002,1688,-806,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),105236,56291,50240,41519,16838,14612,
少数股东权益(万元),--,--,--,--,--,170,
所有者权益(或股东权益)合计(万元),105236,56291,50240,41519,16838,14782,
负债和所有者权益(或股东权益)总计(万元),153033,124456,109187,75413,65654,70449,		
  
