报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),132992,203814,276803,260279,287014,304633,355847,340208,328243,307683,308802,303248,280991,261069,267710,257027,250446,247833,--,107523,71189,53118,45865,30766,24456,18913,5903,10606,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),4532,4463,4102,12205,12153,9776,6812,7198,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),452,640,345,780,2087,325,165,2134,5446,12552,9171,1612,8466,12013,6361,4729,4279,2065,--,2369,7211,9510,2848,4498,3011,1443,2782,638,
应收账款(万元),115840,103209,91854,103483,108081,104059,91670,101081,95603,88375,82824,92949,99227,88505,79771,87101,88105,79921,--,81543,79211,83120,88489,82129,90833,66782,58769,51173,
预付款项(万元),415,346,173,395,206,361,262,253,2378,1898,1549,1051,680,518,1189,897,551,744,--,576,1721,3574,4034,1744,1861,1427,2870,3358,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),1610,5824,5987,5299,4613,4891,5242,4144,3136,2435,2760,1653,991,2581,2850,1876,889,451,--,157,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,5094,5306,5142,5604,5155,4847,5967,5926,5713,5634,4429,5290,4458,4258,7166,4020,4060,--,3865,3686,4168,6186,5308,6433,2748,2269,1488,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),30333,26447,27307,26948,24635,24341,28628,25211,20182,20093,20391,22211,25092,26860,27478,26629,25027,24217,--,20434,21681,28994,28395,34209,39891,17718,12543,11875,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),130613,121852,42356,42295,468,821,531,858,1453,4413,5487,4602,928,1345,1291,1355,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),421789,471689,454232,456825,444861,454363,494004,487055,462369,443162,436619,431756,421665,397347,390908,386781,373317,359292,215218,216466,184699,182484,175815,158655,166485,109031,85136,79138,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),750,750,750,750,750,750,750,750,750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,208502,--,196034,--,195149,--,190435,--,189704,--,184603,--,180240,--,176246,--,168340,--,166858,159056,150502,--,--,135311,--,--,--,
累计折旧(万元),--,115378,--,109819,--,109940,--,104562,--,103033,--,98423,--,93362,--,87966,--,82903,--,77805,67561,62473,--,--,45081,--,--,--,
固定资产净值(万元),--,93124,--,86215,--,85209,--,85874,--,86671,--,86181,--,86878,--,88281,--,85437,--,89053,91494,88029,--,--,90230,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),91428,93124,90193,86215,85994,85209,85426,85874,85970,86671,86535,86181,86691,86878,86804,88281,88238,85437,--,89053,91494,88029,89710,90826,90230,76252,76323,66066,
在建工程(万元),4464,4303,4305,2067,1459,1224,1876,1853,531,316,207,184,160,159,394,220,1970,1640,--,843,1686,5745,4652,4053,5730,5333,4353,6382,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),765,770,776,782,788,793,799,805,811,816,822,828,834,839,845,851,857,862,--,874,897,908,920,943,949,966,989,1012,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2124,2032,2129,2295,1994,2122,2137,2116,1874,1684,1630,1820,2961,2607,2359,2255,2347,2210,--,2171,1364,1290,1312,1277,1016,899,752,673,
其他非流动资产(万元),3648,3301,3952,7031,2841,739,780,1181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),103179,104281,102105,99140,93826,90837,91767,92579,89937,89487,89195,89013,90646,90484,90402,91607,93412,90150,91867,92940,95441,95973,96593,97099,97926,83450,82417,74133,
资产总计(万元),524968,575970,556338,555965,538686,545200,585772,579634,552306,532649,525814,520768,512311,487831,481309,478388,466729,449442,307085,309407,280140,278457,272408,255754,264411,192481,167553,153271,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10256,16872,28411,41764,49560,26277,34641,24453,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),--,64570,65313,68274,65341,65630,68556,73581,66404,64844,60800,64206,68235,62515,59340,65265,65421,55185,--,59484,60054,68748,67298,67280,73997,48774,42841,49195,
预收账款(万元),758,576,610,656,561,970,600,458,685,366,423,315,209,190,413,325,431,259,--,374,363,209,278,212,237,212,160,80,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),4057,3835,3563,6617,4782,5942,6851,8253,8331,8305,7812,10251,6924,5846,4663,5403,4876,4805,--,5414,4370,3855,4180,3119,2752,1906,1273,1729,
应交税费(万元),4427,3586,1564,2635,4343,3351,3340,3322,1004,1366,1054,1704,6232,4510,3995,3900,2484,2996,--,5312,-528,-73,-600,-1663,-656,-436,-381,309,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),465,2,2,2,2,1,--,--,--,--,--,--,--,--,--,--,48,--,--,--,--,--,--,--,--,--,--,--,
