报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),19818,16776,23449,8993,18224,16799,8308,4771,15778,12183,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,
应收账款(万元),9120,11942,9681,9762,7328,8889,11591,8145,3042,9561,
预付款项(万元),65,101,91,91,70,34,32,5,9,10,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),30,37,44,11,78,40,149,202,207,15,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),497,556,510,505,459,425,549,266,251,140,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),418,374,53,56,--,--,--,--,--,--,
流动资产合计(万元),29949,29787,33829,19417,26159,26186,20629,13388,19286,21909,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,124159,--,123869,--,121613,119358,69223,44884,44056,
累计折旧(万元),--,36361,--,32966,--,29452,26039,21727,18550,16058,
固定资产净值(万元),--,87798,--,90903,--,92161,93319,47497,26334,27998,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),96390,87798,89327,90903,90671,92161,93319,47497,26334,27998,
在建工程(万元),24677,31172,24534,23578,26728,23423,15706,23317,12885,3125,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),39425,39768,40071,40426,35366,35659,36247,32675,26053,13096,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),119,130,55,61,66,72,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),579,699,650,650,634,643,698,628,414,389,
其他非流动资产(万元),259,372,605,185,836,758,1472,888,1395,--,
非流动资产合计(万元),161449,159939,155243,155804,154302,152716,147441,105005,67081,44608,
资产总计(万元),191398,189726,189071,175221,180461,178903,168070,118393,86367,66517,
短期借款(万元),4000,9100,9100,10000,12010,12900,13300,3960,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,8000,8000,8000,--,--,--,
应付账款(万元),11113,20380,20544,31157,38283,36982,37915,22937,5210,663,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),627,725,538,1139,332,372,518,675,317,158,
应交税费(万元),934,681,1222,1005,870,927,1078,725,676,818,
应付利息(万元),68,66,65,93,54,56,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,13660,--,
