报告日期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),5137,1967,7410,1685,671,167,21,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),42,970,292,--,--,--,--,
应收账款(万元),7886,6298,4826,3266,1758,1456,548,
预付款项(万元),927,1473,843,1059,244,90,265,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),354,243,229,155,83,34,9,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),725,394,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),823,568,403,604,--,301,--,
流动资产合计(万元),15893,11913,14003,6768,2757,2048,844,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),11821,8703,--,3454,--,1062,--,
累计折旧(万元),2045,1297,--,429,--,110,--,
固定资产净值(万元),9775,7407,--,3025,--,952,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),9775,7407,4462,3025,1988,952,119,
在建工程(万元),1957,3062,3420,2214,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),55,63,71,24,7,8,--,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),3388,1773,741,807,796,241,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),57,32,30,19,4,14,5,
其他非流动资产(万元),891,535,1122,205,--,29,61,
非流动资产合计(万元),16123,12871,9847,6293,2796,1244,185,
资产总计(万元),32016,24785,23850,13061,5552,3292,1030,
短期借款(万元),1971,117,117,--,500,400,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),1300,--,--,--,--,--,--,
应付账款(万元),3340,2619,4808,3445,1823,1343,777,
预收账款(万元),298,330,468,259,70,157,20,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),233,411,149,121,54,62,--,
应交税费(万元),428,254,146,145,207,80,9,
应付利息(万元),7,0,0,--,1,1,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),73,2,5,10,38,37,142,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
