报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),70355,77954,93912,116307,92348,94484,106768,117819,103664,84863,21519,45619,15870,18664,22996,32018,6031,7805,4848,10702,4939,9620,2887,7764,23041,27041,30176,11590,3845,2468,9403,5758,2547,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5383,1361,1081,1272,1031,1361,1697,4395,2230,1519,12478,4716,7637,104,11327,11346,--,29,29,283,--,205,23,1209,15,60,76,55,--,100,--,--,--,
应收账款(万元),256113,242664,252860,206955,217723,199496,167787,164671,177065,152945,137282,132517,89197,94254,77635,71162,63133,55525,57465,44344,37513,31778,30003,26564,24013,21697,19429,15466,12273,10634,7364,3630,1639,
预付款项(万元),97789,98664,53286,11865,15338,17266,16487,12378,21623,24968,29394,23138,30932,21508,24140,16838,8575,10625,13669,5349,8028,6291,7399,2704,3915,5029,4613,2532,3393,2874,1897,1436,913,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,103,103,103,469,--,--,--,--,--,--,--,--,6,47,98,98,155,84,170,335,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,75,10,10,--,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),38432,32679,31169,26882,26034,16688,10252,20259,11885,11693,1821,14569,8146,11288,11544,11036,3225,6857,3340,2906,3530,2267,2204,2180,1616,1426,1183,1135,1486,991,817,747,580,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
