报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),80744,92774,11856,10213,12888,10194,8157,10888,25641,8195,14191,9250,7161,5472,9516,13321,12131,12705,11294,15116,15611,19698,25920,33533,37273,36148,39579,1641,347,1285,285,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,710,--,9,--,--,324,323,208,--,--,--,26,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),502,427,323,599,404,547,537,252,491,320,51,282,43,117,10,148,10,10,--,44,--,30,50,0,176,119,156,52,123,--,--,
应收账款(万元),42463,38911,38736,37631,37614,29396,31510,29835,24034,23280,19024,23217,25730,15806,14613,15429,13586,14269,15043,11101,15180,8895,6531,6965,5725,7278,3975,2432,4709,3072,2501,
预付款项(万元),3678,2871,4890,23400,2451,1697,1985,2032,2004,1039,1421,1919,2141,1352,8828,18812,7272,10138,11364,9398,9937,6192,6421,4348,1558,1832,2001,898,825,567,288,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,36,53,98,105,128,29,382,182,261,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
