报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),337017,392290,296152,416052,369714,401990,456352,349063,280899,320910,263656,404279,234412,241116,217171,230434,405020,148020,113228,113769,125746,120613,139513,143573,85010,93843,63686,77378,49583,76838,63548,84984,64978,46642,53065,75301,55502,59373,68461,20892,19891,12727,16507,17361,13031,13842,14412,16834,27921,33235,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,0,--,0,
衍生金融资产(万元),2433,3731,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,0,
应收票据(万元),46427,47118,50468,46105,49601,43302,44009,33404,38742,31398,31039,33651,28434,24657,21595,19882,15491,24882,13393,16059,24473,31125,14995,12538,11742,14938,8484,8301,10134,8434,6947,4563,3405,8516,2876,3406,2901,4015,1562,876,1220,1322,975,684,692,977,585,658,307,457,
应收账款(万元),718406,677930,671454,638290,623074,553492,563886,504272,496701,454468,435046,426591,406882,377849,367915,328837,287616,249689,233425,224232,210549,190132,190579,176705,163372,133182,136065,101895,93638,78071,79082,67215,64754,42757,42469,37950,35579,26213,30734,29908,25186,23968,25610,23275,20207,17927,20932,20364,18798,20666,
预付款项(万元),82204,91255,87908,79130,78022,76251,74912,74824,64632,62676,58914,54412,54934,45097,40564,37853,39006,31033,53834,47398,44866,52005,54547,51638,51136,44736,55068,52171,59912,64315,69536,68058,60180,44803,54022,38380,38126,36455,20341,11840,10121,11455,13054,21763,28766,28257,22874,28582,28146,25644,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,0,--,0,
