报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),69219,54042,53096,73863,99449,90771,51597,88747,119817,119407,124102,113701,187734,140746,165333,183812,143305,107460,98920,83990,141041,62862,117935,148126,195377,108763,85961,79054,113836,110700,123145,171434,223745,131470,159832,160441,212269,185225,194444,33010,47129,24159,18337,7481,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收票据(万元),--,0,--,0,0,3549,9868,11489,14218,32073,28951,18177,19881,32861,0,--,1185,1195,--,--,--,--,50,85,--,--,--,--,--,--,0,0,--,0,--,20,26,--,200,0,0,6000,5000,10000,
应收账款(万元),42190,43891,58088,43680,34267,34949,48343,19735,28385,24806,31064,22229,24438,23454,31526,24386,32479,31980,55008,31576,23733,46484,118569,66928,129960,116186,133921,59138,52996,93276,89013,14366,12032,47870,27525,16905,23759,41421,15932,2879,4889,17459,3901,14908,
预付款项(万元),22016,28365,35682,27955,18713,21205,30335,32146,34616,22137,25794,27434,18721,18315,32882,40027,18714,34991,41948,45244,25406,29651,48055,51781,43777,48770,49954,69753,73683,70965,94126,89276,45514,42780,58843,33632,21406,15337,43969,35163,13440,12697,12199,5602,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0,0,0,0,
