报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
长期股权投资(万元),2147,7304,2347,2422,2424,2444,2461,10026,2471,2461,2475,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3987,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
投资性房地产(万元),560,566,573,579,586,592,599,605,612,618,624,631,637,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
固定资产原值(万元),311903,--,302224,--,298544,--,284520,--,237850,--,220601,--,209265,--,203376,--,201034,--,177279,--,168057,--,141524,--,121554,--,95869,--,21189,--,20775,--,20680,--,19298,--,17722,0,17548,16819,0,14281,
累计折旧(万元),107148,--,98412,--,90446,--,83382,--,72268,--,66522,--,58746,--,53391,--,47957,--,43235,--,38665,--,34551,--,30698,--,27726,--,9683,--,8808,--,7942,--,7130,--,6353,0,6121,5569,0,3410,
固定资产净值(万元),204755,--,203812,--,208098,--,201138,--,165582,--,154079,--,150519,--,149986,--,153077,--,134045,--,129392,--,106973,--,90855,--,68144,--,11505,--,11967,--,12738,--,12168,--,11369,0,11427,11250,0,10870,
固定资产减值准备(万元),4314,--,4302,--,4302,--,4302,--,1251,--,876,--,842,--,842,--,842,--,842,--,842,--,842,--,842,--,842,--,--,--,--,--,--,--,0,--,0,0,17,49,0,--,
固定资产(万元),200441,196012,199510,202273,203796,192880,196836,174161,164331,153956,153203,147605,149677,147429,149144,151044,152235,131365,133203,130017,128550,114669,106131,106931,90014,65982,67302,11319,11505,11583,11967,12313,12738,13231,12168,11248,11369,10952,11410,11202,10356,10870,
在建工程(万元),--,7369,6289,5957,7457,19072,18683,20369,31208,42751,44155,45832,37482,39831,38844,37214,35178,33221,32413,29033,23548,27019,28864,26591,40015,56587,49671,18034,16565,9644,7646,6725,4799,3367,3477,878,129,680,381,0,0,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
无形资产(万元),23407,22890,23031,23172,23312,23458,23598,20437,20560,20685,20816,14134,14213,14302,14392,14481,14571,12215,12290,12366,12442,12520,12593,12667,12740,12814,12887,5644,5676,5708,5741,5773,5805,5838,5870,5902,5935,5967,6000,2203,2252,36,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
商誉(万元),32000,33217,33217,33217,33217,34884,34884,34884,34884,34884,34884,25062,25062,25062,25062,25062,25062,25062,25062,25062,25062,25062,25062,25062,25062,25062,25417,1,1,1,1,1,1,1,1,1,1,1,1,0,0,--,
长期待摊费用(万元),922,929,937,1008,1091,1116,1144,1191,1215,1100,1158,219,191,213,820,842,279,301,323,244,258,276,--,--,--,14,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
递延所得税资产(万元),3190,3893,3953,3544,3235,3635,3324,2923,2782,2915,2815,2624,2808,2510,2506,2349,2348,524,513,523,485,574,561,571,538,524,494,213,217,169,164,177,170,142,149,177,119,126,171,139,198,167,
其他非流动资产(万元),6925,5823,400,384,427,305,338,2317,2568,2416,2084,2966,4590,3945,1488,1199,576,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
非流动资产合计(万元),278979,278003,270256,272556,275544,278385,281865,266914,260631,261784,262214,239073,234661,233292,232256,232191,230249,202687,203804,197246,190345,180119,173212,171822,168369,160983,155771,39198,33965,27105,25520,24989,23513,22580,21665,18206,17553,17726,17963,13544,12806,11072,
资产总计(万元),627138,650072,563014,553075,558597,562062,502874,466251,457248,458191,467070,462204,453580,453855,487306,445465,449891,403824,394511,379402,380587,369689,355567,348089,329535,338877,331466,197372,160743,154142,145603,147230,152271,146875,146219,155157,66282,63965,61396,55845,48452,34449,
短期借款(万元),72490,83969,91545,87921,92137,107348,93337,80300,88240,88474,103555,99904,91357,97848,122252,124569,132002,112624,100713,87390,86039,83487,69581,66485,36656,50861,57408,500,500,500,500,500,500,500,500,500,9000,9000,7000,9100,8415,8258,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
交易性金融负债(万元),--,--,6,2,--,--,--,--,--,--,25,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付票据(万元),--,--,104914,95470,96893,96400,79581,65372,44773,54506,54465,47206,51577,62867,51141,49408,49295,38189,38786,33317,38503,36391,37225,33358,40402,31808,28770,17643,16892,13301,7040,6227,11412,12182,13163,13660,12891,14522,15700,10056,6447,4776,
应付账款(万元),--,--,29104,33188,29719,30015,28168,27181,29636,26745,17906,26436,24216,23631,29835,35935,32211,34663,28541,27737,22807,21010,17487,19549,25151,34527,28432,12939,7811,9081,7976,7309,8313,6899,5664,8604,7232,6749,5734,5012,6569,6183,
预收账款(万元),999,904,1054,970,1409,851,1238,1081,961,932,561,562,491,1229,655,907,1142,1135,1261,2562,1458,1182,1001,138,992,171,115,28,142,60,39,28,52,44,95,189,98,7,31,555,574,967,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付职工薪酬(万元),1395,899,754,990,1718,894,1056,1068,1348,710,705,725,726,657,615,480,619,610,406,471,665,654,625,466,691,515,500,400,348,325,289,253,224,194,162,140,177,111,100,82,58,180,
应交税费(万元),2144,2531,1020,1023,1706,1318,1045,785,1340,950,520,820,1295,776,1248,1174,2409,1370,1039,1597,1756,-1525,-1746,-1270,190,-1810,-4168,-642,478,-651,21,855,1635,301,1064,1360,1146,347,1096,1134,709,533,
应付利息(万元),407,--,214,295,320,264,207,250,585,463,437,393,372,481,335,402,568,364,448,258,351,262,263,189,217,202,409,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,475,500,--,--,0,--,--,--,54,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
其他应付款(万元),--,23994,23779,23861,24296,27041,6546,190,6728,6758,6873,6674,6673,230,345,98,310,26,59,51,218,2167,2012,2547,495,2471,3041,1,--,7,13,7,--,41,111,478,825,887,1095,1,10,45,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
一年内到期的非流动负债(万元),5719,200,2750,2950,5500,200,1000,1200,3469,--,--,--,--,--,--,3000,4000,6776,13476,17500,22380,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,810,810,1080,1080,810,1320,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
流动负债合计(万元),261793,244652,255140,246671,253698,264331,212178,177425,177079,179539,185048,182720,176706,187719,206900,216472,222557,195757,184730,170883,174176,143627,126502,121462,104794,118745,114508,30869,26172,22623,15879,15179,22136,20162,20758,24932,32180,32433,31836,27020,23592,22262,
长期借款(万元),15300,20800,20800,20800,20800,13800,8800,8800,2000,3339,8994,6461,6494,6361,20014,13900,13900,16700,22900,25700,26700,51636,58836,58920,60820,61456,61756,30000,--,--,--,--,--,--,0,--,0,270,270,810,2790,--,
应付债券(万元),70921,69795,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
预计非流动负债(万元),141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
长期递延收益(万元),2885,2944,3004,3063,3123,3230,3381,3550,3672,3478,3337,3400,3465,3675,3091,3147,3203,1372,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,
递延所得税负债(万元),150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
非流动负债合计(万元),89511,93539,23804,23863,23923,17030,12181,12350,5672,6817,12330,9861,9959,10037,23105,17047,17103,18072,22900,25700,26700,51636,58836,58920,60820,61456,61756,30000,0,0,0,0,0,0,0,--,0,270,270,810,2790,--,
负债合计(万元),351304,338191,278944,270534,277621,281361,224359,189775,182751,186356,197378,192581,186665,197755,230005,233519,239660,213829,207630,196583,200876,195263,185338,180382,165614,180201,176264,60869,26172,22623,15879,15179,22136,20162,20758,24932,32180,32703,32106,27830,26382,22262,
实收资本(或股本)(万元),43966,43966,43966,43966,43966,43966,43966,43966,43966,43966,43966,43966,43966,43966,43966,42200,42200,42200,42200,42200,42200,42200,42200,42200,42200,42200,42200,42200,42200,42200,42200,21100,21100,21100,21100,21100,15800,15800,15800,15800,15800,3000,
资本公积(万元),143287,146485,123225,123147,123147,123147,123147,123147,123147,123147,123147,123147,123147,122465,122465,78169,78169,78169,78169,75080,75080,75080,75080,73754,73754,73754,73754,73754,73754,73754,73754,94854,94854,94487,94487,94487,5968,5968,5968,5968,5968,55,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
盈余公积(万元),6394,5837,5837,5837,5837,5416,5416,5416,5416,5079,5079,5079,5079,4578,4578,4578,4578,4081,4081,4081,4081,3646,3646,3646,3646,3093,3093,3093,3093,2261,2261,2261,2261,1435,1435,1435,1435,625,625,625,30,1268,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
未分配利润(万元),75022,70545,67510,67295,65596,65014,62767,61462,59814,57632,56058,56549,53900,52126,52622,53853,51739,43620,40659,40382,37657,33506,29868,29202,25767,21850,18999,17455,15524,13304,11509,13837,11920,9690,8438,13203,10899,8868,6897,5622,272,7865,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,1,-2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
归属于母公司股东权益合计(万元),268691,266855,240555,240255,238561,237561,235317,234015,232369,229843,228268,228754,226106,223144,223631,178802,176686,168071,165111,161744,159016,154432,150794,148802,145367,140898,138046,136503,134571,131519,129724,132051,130135,126713,125461,130225,34102,31261,29290,28015,22070,12188,
少数股东权益(万元),7144,45026,43515,42285,42414,43141,43199,42461,42129,41992,41424,40869,40809,32956,33670,33144,33545,21924,21771,21075,20695,19994,19435,18905,18554,17778,17156,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
所有者权益(或股东权益)合计(万元),275834,311881,284070,282540,280975,280702,278515,276476,274497,271835,269692,269623,266915,256100,257301,211945,210231,189995,186882,182819,179712,174426,170229,167707,163921,158676,155202,136503,134571,131519,129724,132051,130135,126713,125461,130225,34102,31261,29290,28015,22070,12188,
负债和所有者权益(或股东权益)总计(万元),627138,650072,563014,553075,558597,562062,502874,466251,457248,458191,467070,462204,453580,453855,487306,445465,449891,403824,394511,379402,380587,369689,355567,348089,329535,338877,331466,197372,160743,154142,145603,147230,152271,146875,146219,155157,66282,63965,61396,55845,48452,34449,		
  
