报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),170297,179767,119374,108000,137194,117817,160012,138381,138894,170140,128132,183560,34929,56634,50790,63484,12196,5233,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),14818,15340,32823,35530,49743,49466,32403,30197,34024,46987,62503,39572,51213,54777,22718,38080,10313,14250,
应收账款(万元),109570,105920,95673,82781,68885,55660,49377,37600,29334,23739,42812,32282,6505,5203,6324,976,2343,2134,
预付款项(万元),6217,4296,11026,6125,7977,7791,15221,19534,16681,13056,11490,6211,8532,2612,4292,6052,7695,5095,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,400,--,--,--,
其他应收款(万元),14669,14324,15172,13920,15082,16416,37718,21242,27728,7494,5076,4046,3704,235,756,1653,178,442,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),148420,115242,130944,131439,137317,138732,155585,155316,154429,137843,106977,95128,79572,75285,76574,73034,67507,55502,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),19492,17366,15591,15847,15586,54231,11102,16633,18624,24634,1400,207,208,1925,43,242,--,--,
流动资产合计(万元),483482,452255,420602,393642,431783,440114,461419,418904,419714,423894,358389,361008,184662,196671,161898,183520,100232,82655,
发放贷款及垫款(万元),834,368,390,2872,7795,7595,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),6000,6000,6000,6000,6000,6000,6000,6000,6100,6100,6000,6000,6000,6000,--,6000,6000,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,6000,--,630,6942,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,192027,--,179980,--,172886,--,170776,--,158063,--,151141,--,152056,102291,117207,80134,66075,
累计折旧(万元),--,71573,--,65847,--,60690,--,55558,--,43829,--,38661,--,33634,28776,36400,30535,25112,
固定资产净值(万元),--,120454,--,114133,--,112196,--,115218,--,114234,--,112480,--,118422,73516,80807,49600,40963,
固定资产减值准备(万元),--,26,--,26,--,26,--,26,--,26,--,50,--,50,50,50,--,--,
固定资产(万元),121455,120428,117110,114106,110201,112170,111017,115192,115468,114208,112507,112430,117049,118372,73465,80757,49600,40963,
在建工程(万元),50028,68246,42584,28996,22660,22132,19346,15853,16252,17548,18360,20804,16450,16324,44990,33350,37532,6254,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),6,--,1,--,1,--,0,--,--,--,47,--,--,--,27,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),19941,22957,23097,23122,22425,21740,16389,20036,17841,17443,17679,17928,18184,18437,18886,19361,15650,6384,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,191,--,
商誉(万元),3219,1737,1759,1759,1737,1737,1750,1778,1741,1737,1569,--,--,--,--,--,2039,--,
长期待摊费用(万元),5097,4746,4721,5157,5114,5470,4682,5106,4797,4723,3231,1758,1834,1841,538,282,205,314,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),7912,8470,10493,12231,10548,11170,8034,10883,9972,9315,5992,5096,3478,2762,2643,1834,669,467,
其他非流动资产(万元),3019,3399,9827,7362,11679,13772,152,152,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),217512,236351,215983,201606,198159,201785,167371,175000,172171,171073,165386,164016,162994,163737,146549,141585,112517,61324,
资产总计(万元),700994,688606,636585,595248,629942,641899,628790,593904,591885,594967,523775,525024,347656,360408,308446,325104,212748,143979,
