报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),6194,16471,7384,25562,16702,3051,18539,7054,15498,8279,17114,3508,14619,1599,7577,10160,5839,6028,2298,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),11980,8505,7394,5738,7087,6326,7373,8505,8277,8851,9102,9409,6430,7413,9005,6482,5348,3783,1972,
应收账款(万元),7853,10803,11917,6955,5377,6766,8588,6133,7720,8075,7833,5475,6831,5885,4866,4692,2899,1922,2444,
预付款项(万元),34,27,14,85,84,47,46,448,660,345,50,57,99,37,120,27,44,125,82,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),113,98,56,--,213,251,60,191,24,393,234,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),45,34,32,184,185,207,182,35,24,20,11,20,34,133,167,204,156,36,45,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8441,7603,6790,7107,6403,5805,5556,5660,4853,4489,5061,4623,4519,4939,4907,4070,3890,3256,2455,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),14885,6736,16797,636,11474,28785,12248,22000,13000,19700,10000,--,10000,--,--,--,--,--,--,
流动资产合计(万元),49544,50278,50384,46267,47525,51238,52592,50027,50054,50153,49404,23092,42532,20006,26643,25635,18175,15150,9297,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,21500,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),4567,--,4499,--,4418,--,4009,--,3062,--,2965,--,2928,2922,2816,2685,--,--,--,
累计折旧(万元),1976,--,1804,--,1643,--,1497,--,1380,--,1279,--,1180,1081,881,692,--,--,--,
固定资产净值(万元),2591,--,2694,--,2775,--,2512,--,1682,--,1686,--,1748,1841,1935,1993,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),2591,2677,2694,2735,2775,2738,2512,2146,1682,1659,1686,1701,1748,1841,1935,1993,2145,1869,1901,
在建工程(万元),7641,7065,6954,5286,3907,1948,1578,5,5,5,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),815,846,876,907,929,959,882,910,786,406,375,378,381,388,401,414,426,431,433,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),239,217,226,182,164,145,201,144,156,155,154,112,122,145,94,73,63,53,19,
其他非流动资产(万元),204,656,590,819,685,578,516,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),11490,11461,11340,9929,8460,6368,5689,3204,2630,2226,2215,23691,2252,2374,2429,2479,2634,2353,2353,
资产总计(万元),61034,61738,61725,56196,55985,57607,58281,53232,52685,52379,51619,46783,44784,22380,29072,28114,20810,17503,11650,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),779,394,--,146,648,1037,776,524,1257,1454,1227,1061,1396,1897,2840,1689,1064,489,--,
应付账款(万元),3629,2886,4014,2731,3189,1883,3259,2122,2481,2049,3858,2106,1809,2469,2726,2697,2361,2713,1489,
预收账款(万元),11,17,68,68,25,46,73,28,28,73,257,113,32,36,43,35,63,142,60,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),0,0,142,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,10,
应交税费(万元),422,344,1074,356,414,264,987,376,1043,555,574,507,444,633,292,25,67,136,264,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1300,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),174,199,190,201,189,187,189,9,0,0,0,1,323,6,12,10,6,21,40,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),5015,3841,5488,3502,4466,3416,5284,3059,4808,4131,5916,3789,4005,6341,5914,4460,3566,3506,1863,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,6,13,19,25,31,38,--,--,--,--,--,569,357,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87,84,69,
非流动负债合计(万元),0,0,0,6,13,19,25,31,38,0,0,0,0,0,569,357,87,84,69,
负债合计(万元),5015,3841,5488,3508,4478,3435,5309,3090,4846,4131,5916,3789,4005,6341,6484,4817,3653,3590,1932,
实收资本(或股本)(万元),36000,36000,36000,36000,36000,36000,36000,36000,36000,12000,12000,12000,8000,6000,6000,6000,6000,6000,6000,
资本公积(万元),662,662,662,662,662,662,662,662,662,18662,18662,18662,22662,2995,2995,2995,2995,2995,2995,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5393,5393,5393,4707,4707,4707,4707,3800,3800,3800,3800,3000,3000,3000,2739,2030,1416,731,263,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),13964,15842,14181,11319,10138,12803,11603,9679,7377,13786,11242,9332,7117,4044,10854,12272,6746,4186,460,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),56019,57898,56236,52688,51506,54172,52972,50141,47839,48247,45704,42994,40779,16039,22588,23297,17157,13913,9718,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),56019,57898,56236,52688,51506,54172,52972,50141,47839,48247,45704,42994,40779,16039,22588,23297,17157,13913,9718,
负债和所有者权益(或股东权益)总计(万元),61034,61738,61725,56196,55985,57607,58281,53232,52685,52379,51619,46783,44784,22380,29072,28114,20810,17503,11650,		
  
