报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),2154,2030,3968,9061,2235,1908,1083,2090,5202,9899,9656,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3464,2631,2594,3483,2181,1773,3024,1413,1092,2416,2644,
应收账款(万元),8119,7923,6659,6231,6844,6912,5266,5087,4262,4221,4620,
预付款项(万元),1076,976,1241,755,502,621,369,485,547,2210,344,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),533,461,117,55,684,773,586,1821,405,247,133,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),5314,4878,4870,4810,3800,3526,3870,3939,2386,1349,887,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),20660,18899,19449,24396,16245,15514,14197,14834,13895,20343,18284,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,50,50,50,50,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,50,50,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),668,676,683,316,639,646,--,--,--,--,--,
固定资产原值(万元),--,57970,--,58149,57699,57583,58534,--,--,11609,8671,
累计折旧(万元),--,15483,--,13975,12989,12063,10719,--,--,4660,3880,
固定资产净值(万元),--,42486,--,44174,44710,45520,47815,--,--,6949,4791,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),41686,42486,43063,44174,44710,45520,47815,48742,6800,6949,4791,
在建工程(万元),1293,508,264,146,66,--,--,585,32507,11437,688,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2412,2400,2417,2403,2414,2432,2609,2681,2760,2807,2860,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),556,553,561,555,298,298,295,112,90,216,116,
其他非流动资产(万元),156,166,199,151,149,--,128,87,619,--,--,
非流动资产合计(万元),46770,46788,47188,47745,48274,48946,50897,52256,42826,21459,8505,
资产总计(万元),67431,65688,66637,72141,64519,64459,65094,67090,56721,41802,26788,
短期借款(万元),5000,5000,5000,8000,8000,8000,8000,7000,6570,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,2373,--,--,
应付账款(万元),720,528,592,1019,463,544,613,866,447,120,155,
预收账款(万元),115,70,119,55,83,260,16,15,8,12,19,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),52,52,--,119,138,139,53,43,36,213,--,
应交税费(万元),909,922,993,1163,991,1219,965,817,380,593,677,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2238,2020,3773,3661,4772,5511,8869,10336,4753,4646,745,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,2800,1800,1800,1800,2900,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,320,198,
流动负债合计(万元),9035,8592,10478,16819,16247,17473,20317,21976,14567,5905,1793,
长期借款(万元),--,--,--,--,1000,1000,2000,5600,6000,6000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),3115,3133,3180,3228,3755,3803,3798,2733,2474,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,827,295,
非流动负债合计(万元),3115,3133,3180,3228,4755,4803,5798,8333,8474,6827,295,
负债合计(万元),12150,11725,13658,20047,21002,22276,26115,30309,23041,12732,2088,
实收资本(或股本)(万元),8000,8000,8000,8000,6000,6000,6000,6000,6000,6000,6000,
资本公积(万元),22991,22991,22991,22991,17304,17304,17304,17304,17304,17304,17304,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
