报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
货币资金(万元),49338200,53423700,55431100,51341500,61641900,56992100,60662300,59910100,59752900,56120100,56964400,59528900,58434200,61695300,62103500,60339100,65478500,59059300,59397100,55327100,51723900,51573800,48371000,46236400,47141500,43198600,41764600,40783000,40830400,38605200,34869800,32352000,29495500,26270000,25313400,22390000,21616700,22553000,20566300,18843600,18160100,21042400,19676700,14609300,15264700,11444800,14048900,8160300,8699400,9582049,8983044,7796351,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
拆出资金(万元),31341100,24075200,21194500,15075000,15462800,14931400,16684100,17610400,20025100,18879700,21122900,15211700,18569300,16441300,12057500,17466600,12408500,18821000,18341400,13953400,14804700,10389500,9694700,10739100,10342000,12041200,12126400,12750000,13138100,8153700,5935500,5670900,5891700,6499800,6399900,5892600,6239700,6538500,6986800,8074000,8183600,8954000,3345600,3852700,4294100,3914400,3548200,2768100,4917300,3304597,2113340,2446555,
交易性金融资产(万元),33030200,17416000,19085000,25501900,6479600,5587600,5295600,5670200,5597200,6014100,5285200,5651000,5908100,4819000,5210100,4000500,4019000,4088000,3893200,3486400,2322300,2091800,2261300,2393500,2548900,2275200,1922700,1306600,1553000,1655100,2002500,1947900,1522900,1947000,1763600,1954800,1585600,1737800,1873900,1679300,1541200,1900500,1325200,1448000,1083800,1353700,958800,1044600,796000,0,0,1053980,
衍生金融资产(万元),3422000,3309600,2476400,2605500,1891600,1387000,1148100,597900,868800,760500,1805100,1340800,1017600,1095700,742800,940300,931500,896300,728300,636200,592500,503900,489000,280200,197500,258000,194800,132600,188700,203600,154100,177300,173800,201200,159200,120400,99900,152300,96500,212700,228700,0,0,0,--,0,0,--,--,0,0,7795,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
应收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
应收利息(万元),--,3211200,3154200,3125200,2872600,2767000,2817300,2852400,2625100,2510900,2632800,2699400,2493400,2532700,2569200,2626800,2356000,2389200,2322600,2142900,1769900,1666800,1668600,1578200,1300900,1321100,1423900,1325500,1085200,1005600,965700,940400,758800,800100,702400,765000,601200,652000,672500,677800,568500,595600,557400,543900,489300,361700,312900,310400,280600,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
买入返售金融资产(万元),19938600,16790500,29581300,20364600,25255000,16906700,21719000,11439800,27869900,12892400,15504500,18651000,34392400,25676600,41136800,26790800,34498000,37145100,66883200,39422500,31890500,30890100,42608800,25504200,10696500,14614100,22353900,10072700,7397500,7381100,20904200,22292500,17654700,18014000,19841800,19273200,15879700,12372300,11294300,10226100,7454200,9184500,14865800,19339000,18272800,18127300,8755100,3609900,3899800,3962694,4405927,1509918,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
发放贷款及垫款(万元),374994900,377035600,370291300,355367200,341461200,349196400,340409400,330827100,315164900,306260700,292203600,283549600,273944400,263367200,256527700,254981500,244875400,238412100,236254400,229592500,214833000,212515600,205259900,194785300,186332500,179484700,174389200,166555600,160437100,156356000,152167200,147471100,140216000,135512300,130442800,124615700,116181700,114591100,112821100,97379700,85275400,77990300,72258400,68447500,65441700,63407100,61184000,60022500,54942000,52473221,51652692,50061775,
可供出售金融资产(万元),--,--,--,--,38310100,39548700,40418200,39566700,38913800,34440700,33992700,31986500,29955900,29291800,27280900,29819000,27852600,28816700,26760800,29085300,28926500,31102300,30430900,30088400,28469600,30381500,28684300,28111700,27517300,26616600,25505300,25698500,27168300,29357100,24867700,24425100,24422900,24304000,23195300,22377900,20633200,19378300,15522900,16851700,14207000,13469200,12582900,12512500,10942800,0,0,6860675,
持有至到期投资(万元),91601200,--,--,--,55821800,54193000,51609400,48668700,47706400,46602800,43582900,38976600,35313700,34305300,29923000,26661000,25943400,25221300,23770500,21596900,20892700,20366400,19684100,20058900,17541700,16747100,16776300,15833500,14558600,13389200,12015100,10810800,9761400,9105300,8652500,8402700,8020100,8721600,7973300,7079400,7037300,7544600,7298600,7494600,7463200,6606500,5732700,6932700,5406500,0,0,4840117,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
长期股权投资(万元),887100,758800,705800,530700,507900,425400,401600,391500,371200,370300,289400,279300,278600,266300,265000,254200,148400,142700,91500,148300,142400,112000,110400,111400,110300,113000,116800,117200,114300,114600,114200,115000,113000,111900,110500,117300,115300,113900,112000,105400,102900,83200,35100,29200,27100,23900,4800,5100,4800,16555121,13771075,4644,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
投资性房地产(万元),206100,155900,153400,149600,161200,169900,158300,165500,170100,162600,168600,173700,170800,171400,171500,164600,168400,167400,169000,170500,170100,158400,161000,165400,163800,167200,171100,168300,171000,176800,183300,191300,194600,199700,202300,211200,217100,221500,225800,234800,240600,241200,32700,35300,39400,0,0,--,43800,0,0,--,
固定资产原值(万元),8340900,--,7552800,--,7332200,--,6863400,--,6384100,--,5020000,--,4849600,--,4481000,--,4142100,--,3822400,--,3622200,--,3171300,--,3038700,--,2681800,--,2588100,--,2392400,--,2328000,--,1990900,--,1934300,0,1791100,--,1715700,0,1319800,0,1183100,0,1237900,--,961800,0,0,--,
累计折旧(万元),2796500,--,2591100,--,2414100,--,2257800,--,2077300,--,1918500,--,1768300,--,1614500,--,1491700,--,1408800,--,1291800,--,1201000,--,1110000,--,1046300,--,963900,--,903700,--,824200,--,756800,--,682400,0,617900,--,548100,0,454600,0,412400,0,480700,--,349400,0,0,--,
固定资产净值(万元),5544400,--,4961700,--,4918100,--,4605600,--,4306800,--,3101500,--,3081300,--,2866500,--,2650400,--,2413600,--,2330400,--,1970300,--,1928700,--,1635500,--,1624200,--,1488700,--,1503800,--,1234100,--,1251900,0,1173200,--,1167600,0,865200,0,770700,0,757200,--,612400,0,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
固定资产(万元),5544400,5323000,4961700,4831500,4918100,4799700,4605600,4423900,4306800,3591400,3101500,3083500,3081300,2997900,2866500,2849500,2650400,2436700,2413600,2332600,2330400,2187700,1970300,1948200,1928700,1697400,1635500,1613900,1624200,1504500,1488700,1498100,1503800,1269100,1234100,1253200,1251900,1208900,1173200,1173400,1167600,1201600,865200,806800,770700,803300,757200,755000,612400,682798,674628,--,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
无形资产(万元),915000,1051800,1031000,1017100,725500,418100,407900,402400,391400,360800,355100,360800,359500,334800,323500,328900,329200,317800,322400,319100,299600,292400,289700,277300,285100,278300,274800,263000,260500,266500,265500,260600,262000,255700,247400,248800,247700,240200,238800,239500,238100,192600,0,0,--,0,0,--,--,0,0,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
商誉(万元),995400,995400,995400,995400,995400,995400,995400,995400,995400,995400,995400,995400,995400,995400,995400,995300,995300,995300,995300,995300,995300,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,959800,971700,0,0,--,0,0,--,--,0,0,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
递延所得税资产(万元),5837400,5754100,5514400,5355800,5012000,4412500,4055600,3514500,3101000,2661800,2450400,2016900,1602000,1953500,1628200,1042300,1029100,987400,821600,732900,806400,607800,506200,531800,498700,500500,419300,462700,433700,600400,497900,392700,370600,266900,220500,222700,278600,281300,248000,278600,252100,196600,212300,206600,216200,171200,195500,226000,226000,235427,228901,232871,
其他非流动资产(万元),3333000,3011200,2898000,2751200,2400300,3623700,3833300,4026300,2896900,3232300,4018500,1992900,1387000,2522400,1768400,1734900,1503200,1418700,3367600,1451200,1049900,1999700,2555600,1993300,995300,1507300,1362400,1374100,714600,1297800,970300,1735700,585200,698800,937600,985600,673100,827500,1059700,677200,586100,924500,605800,654700,442000,360200,440500,264000,276500,605005,601982,1089933,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
资产总计(万元),674572900,650868100,653734000,625223800,629763800,616923900,619969000,600067400,594231100,556399000,553729800,543204200,547497800,522229200,522122100,490894400,473182900,472264800,503312200,440454900,401639900,388537200,381062900,351342600,340821900,314461800,332270100,296357900,279497100,263327800,264320500,258472300,240250700,235956400,228248200,219927500,206794100,201690100,197276800,180083900,157179700,154724900,139579100,137378600,131055200,121936600,110877600,98469300,93410200,87400911,82431588,76576023,
