报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),26169,22381,29640,30759,58377,24092,45740,24486,37450,41638,44943,53196,50302,59011,41106,54566,41056,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),302,52,100,106,--,213,90,180,110,--,--,--,--,--,--,--,--,
应收账款(万元),19935,23017,21905,19807,11155,9874,10619,8173,3429,1485,4160,890,571,491,266,347,860,
预付款项(万元),3199,424,4693,2306,2027,1352,5836,5935,5420,3894,3516,1977,821,1549,2494,952,392,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),32,104,390,250,78,292,238,187,407,180,233,334,31,50,12,167,33,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),911,863,688,586,652,599,229,133,93,109,134,37,25,27,2,7,8,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),16782,10966,13251,18766,16535,14982,7813,8117,9527,5891,5772,8942,3228,4617,1576,2890,2595,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5943,19849,24798,31153,8623,42711,29411,46500,37110,30000,34939,40000,--,--,--,--,--,
流动资产合计(万元),73272,77655,95464,103731,97447,94115,99977,93710,93546,83197,93697,105376,54978,65745,45456,58929,44945,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3000,3000,3000,3000,3000,3000,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),20,20,20,20,20,20,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,44512,--,38580,--,32772,--,29995,--,23658,--,23213,22077,6333,6172,5078,4259,
累计折旧(万元),--,10004,--,8342,--,6965,--,5753,--,3932,--,3075,2214,1837,1552,1040,649,
固定资产净值(万元),--,34508,--,30237,--,25806,--,24242,--,19726,--,20139,19863,4496,4620,4038,3609,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),34108,34508,29979,30237,27377,25806,23858,24242,22969,19726,19972,20139,19863,4496,4620,4038,3609,
在建工程(万元),2118,1453,4605,3971,6376,7008,5277,4070,4518,3502,2538,2171,2038,14179,11611,3698,--,
工程物资(万元),1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
