报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),43130,31772,36203,42764,23440,23517,11270,21260,23905,49203,18645,17859,21677,28694,21200,27060,40693,17819,90929,94258,95502,89983,92396,98179,98878,101556,106803,111815,130266,131368,128399,129961,8893,6091,2993,5374,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),48165,58354,51932,59994,50752,57563,51110,36324,30999,38471,31982,22996,12244,18734,12216,18638,11733,20565,13745,15097,13866,20624,12514,10837,6613,11234,5958,9950,9617,13151,11246,7482,4249,6221,4890,3209,
应收账款(万元),140900,111548,134606,134380,151110,131435,150323,145859,145139,125834,133794,133208,126846,106934,120895,103822,98653,79540,89434,68962,65507,54472,60879,53642,54505,44879,46468,36736,32528,26465,29270,30084,26201,22599,18730,12723,
预付款项(万元),8972,7851,7473,7386,4694,2925,4096,3524,3166,4028,3794,3597,4287,3457,6456,4410,5870,2574,10634,9476,9576,8324,15847,15670,12429,11216,5246,2152,3273,1140,2716,1888,1691,1089,782,1102,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),1855,1728,787,766,1503,1384,749,493,485,889,1636,1252,1003,1411,882,1459,1196,1117,960,240,633,289,659,292,701,336,1224,482,2316,1697,1083,439,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应收款(万元),4005,3918,2088,4848,5688,4874,9469,7457,6017,4849,27201,7133,5611,4137,7053,5375,4037,3480,3609,2941,3651,5392,3758,3056,7935,1886,7191,6677,2616,1346,1852,1731,2166,1469,1555,1534,
