报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),42152,77084,66390,66657,76722,52364,24665,44716,50830,43152,39779,54514,66166,45142,55175,121354,120615,96701,103439,97904,99475,90822,100915,24018,22677,19908,22681,20693,36488,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),64,57,--,10,121,1315,110,3031,2404,48,205,395,123,590,188,230,461,1947,1347,989,680,342,277,176,--,15,--,--,--,
应收账款(万元),18645,19732,22551,19503,19939,20799,28161,26681,27522,29387,23006,16956,12460,13114,12847,9323,7007,6733,5598,4714,3584,2636,3015,2089,747,1452,723,227,4,
预付款项(万元),466,432,363,353,295,208,351,506,318,455,638,499,302,340,184,203,374,188,1562,1453,1562,862,4765,5518,4660,3724,1143,101,2281,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),347,324,558,500,496,491,757,448,592,311,375,435,458,395,350,372,373,280,362,312,378,293,306,314,247,275,327,241,275,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11700,10205,13716,15346,15811,15448,13886,14603,15038,11015,10320,9420,11376,8914,8605,8490,9459,8070,8185,7723,7234,6745,8066,8691,7697,6071,7488,5448,6183,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),148000,135200,104800,92080,88568,110400,117382,85000,88500,105400,103500,82000,69100,92300,74200,1300,4000,26000,12000,12000,10000,23000,9000,--,--,--,--,--,--,
流动资产合计(万元),221374,243034,208378,194750,201951,201023,185312,174985,185203,189769,177824,164219,159984,160794,151549,141273,142289,139920,132494,125094,122914,124699,126346,40806,36029,31445,32362,26709,45231,
