报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),24596,31016,27754,31968,48778,21827,9600,15182,21594,77686,11210,13809,21424,28836,10871,12625,7497,10056,16755,12658,45058,52735,17102,19305,28385,24473,18326,24770,45678,3892,3629,8371,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),8000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,50,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),2857,7086,4943,3706,3701,6016,3422,3019,2675,1879,3393,2621,4209,5215,6014,4106,4534,6773,3172,3819,2228,2934,2131,2315,2048,3273,5521,4893,3197,3115,2477,1253,
应收账款(万元),29523,29025,24460,19231,17660,15507,15102,16626,16469,15530,15252,14715,12695,12635,14495,12947,13317,11351,14051,13178,13900,12038,16518,17674,15845,11389,12041,11977,9726,6735,6334,6000,
预付款项(万元),1627,1421,704,1229,874,1056,731,439,664,267,859,758,615,780,1381,1757,820,711,4913,3633,5114,832,21050,22456,23889,2804,1129,1836,1182,2232,383,452,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,364,481,--,--,--,86,59,109,21,214,100,148,121,223,136,123,282,319,204,135,112,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),368,186,173,80,43,46,11,1719,3905,4670,4521,4971,4829,8001,20302,20503,20298,20303,21364,21407,9617,60315,554,72,36,364,302,125,653,331,760,388,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),29837,30666,24909,20374,18959,12959,9806,11422,12561,14419,14460,15765,15002,13651,13422,14661,12437,13773,14313,16076,17208,17431,18708,20524,23308,25274,20267,15697,13616,10033,8961,9914,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),98355,88486,26746,20605,9554,55018,74408,79784,76826,20780,349,364,25,64,83,391,777,311,125,496,1,15449,47920,47920,--,--,--,--,--,0,0,0,
流动资产合计(万元),195163,192887,109689,97192,99569,112428,113080,128556,135173,135230,50045,53003,58885,69242,66676,67011,59894,63378,74839,71388,93348,161871,124106,130549,93830,67782,57721,59410,74052,26337,22593,26378,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),81,81,81,81,81,81,81,81,81,81,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,186,176,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),715,721,731,736,740,745,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
固定资产原值(万元),--,163019,--,151428,--,99708,--,76257,--,74662,--,73011,--,67852,--,63824,--,60496,--,53367,--,45266,--,42945,--,41717,--,38980,--,38308,25284,0,
累计折旧(万元),--,37637,--,31845,--,28288,--,29930,--,27409,--,24754,--,22098,--,20063,--,18002,--,15922,--,14679,--,13142,--,11654,--,10338,--,8944,7750,0,
固定资产净值(万元),--,125382,--,119584,--,71420,--,46327,--,47253,--,48257,--,45754,--,43761,--,42494,--,37445,--,30587,--,29803,--,30062,--,28641,--,29364,17534,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),127995,125382,122359,119584,77036,71420,45832,46327,46866,47253,47592,48257,45125,45754,46165,43761,44114,42494,38446,37445,29907,30587,30185,29803,29610,30062,28191,28641,29149,29364,17534,18844,
在建工程(万元),20868,12015,7202,6135,44490,39951,48228,33987,21338,14365,6951,5225,8772,2173,77,2668,2833,4671,2943,1976,7298,6326,4441,2367,1752,1532,2898,2028,1499,371,9686,3428,
工程物资(万元),--,--,1624,2517,3750,2345,1793,679,28,70,12,46,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
无形资产(万元),12121,12273,11810,10060,8593,8700,9025,9128,9216,8465,8567,8647,4289,3611,3606,3673,3010,3028,3050,3072,3096,3087,6229,6264,3149,3171,3199,3233,3255,3290,3398,3389,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
长期待摊费用(万元),--,--,125,264,--,--,--,--,34,34,50,50,43,--,--,--,--,--,--,--,131,--,--,0,--,--,--,--,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),1067,1017,1038,1033,1047,965,290,385,302,334,209,205,150,226,191,118,208,190,200,252,200,256,288,272,241,208,83,82,82,72,57,95,
其他非流动资产(万元),2718,2124,404,2215,3809,1571,819,525,82,75,76,81,1462,1070,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,
非流动资产合计(万元),165565,153614,145373,142623,139547,125776,106068,91111,77948,70678,63456,62512,59840,52833,50039,50221,50166,50383,44639,42745,40631,40256,41144,38706,34752,34973,34370,33985,33986,33098,30861,25932,
资产总计(万元),360727,346500,255062,239815,239116,238205,219148,219667,213121,205907,113500,115515,118725,122075,116715,117232,110059,113761,119478,114133,133980,202127,165249,169255,128582,102756,92092,93395,108038,59434,53455,52311,
短期借款(万元),200,200,200,200,200,200,200,200,300,300,2445,6715,15705,21750,14997,16696,14052,14512,23233,14082,38164,29054,18687,22581,32147,6503,991,3394,17589,21379,21000,22284,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),26540,19598,11508,11721,13237,17927,21571,18060,13304,11141,7936,5998,3833,407,3690,4183,2060,3376,2789,9390,8730,2873,4810,2337,1805,3000,414,1874,1874,350,1071,2705,
应付账款(万元),25216,25620,29330,27478,27604,27073,16586,16363,11344,12347,11720,12646,10706,12078,12040,11924,10435,12850,10727,9948,7149,8274,6628,6729,5473,7051,5346,4704,5670,5744,4640,4220,
预收账款(万元),1707,798,1252,1254,1366,1097,1279,1209,1422,1233,1189,1546,1140,1362,1392,1323,1438,1262,1020,766,717,697,1136,673,499,400,496,577,522,571,782,1240,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),1005,1949,784,912,854,1348,810,734,582,1142,434,403,379,908,442,409,365,843,435,401,329,708,341,303,461,430,375,330,274,441,481,235,
应交税费(万元),7643,7587,5899,3034,3534,5239,2892,2349,2033,1023,821,626,968,1070,988,925,640,278,164,36,65,120,20,-5,657,-783,-97,247,-121,737,382,313,
应付利息(万元),68,18,0,0,0,0,0,1,0,0,14,14,44,49,18,90,26,25,31,19,57,110,71,71,99,23,--,--,22,46,41,62,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
