报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),9649,8851,13329,19412,6247,7816,4931,6453,6475,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,8,1749,812,--,10,
应收账款(万元),41481,35067,23760,22279,21608,15074,11242,6717,4451,
预付款项(万元),1148,2192,1401,840,1209,1377,1907,1193,424,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),2916,3134,2322,2306,2168,1431,1375,985,1155,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),22303,15475,16892,17626,16826,16125,17258,10010,7765,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),1406,1406,1203,1203,1934,1633,853,208,188,
其他流动资产(万元),209,1288,618,490,1146,489,1081,922,416,
流动资产合计(万元),79112,67413,59525,64156,51147,45693,39459,26487,20884,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),3491,2863,3015,2963,3974,2671,921,131,92,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),307,311,316,321,325,--,--,--,--,
固定资产原值(万元),--,1736,--,1648,1636,2011,1880,1787,--,
累计折旧(万元),--,1096,--,1046,1015,1044,850,636,--,
固定资产净值(万元),--,640,--,602,620,967,1030,1151,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),736,640,592,602,620,967,1030,1151,1274,
在建工程(万元),--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),139,143,147,151,148,14,3,165,185,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),890,802,609,580,399,318,221,175,149,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),5563,4759,4678,4617,5467,3970,2175,1622,1700,
资产总计(万元),84675,72172,64203,68773,56614,49663,41634,28109,22583,
短期借款(万元),4200,3000,--,2600,2600,2400,1000,1900,1500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),4785,3776,1851,1622,1681,3459,1719,1115,578,
应付账款(万元),27937,21822,21554,19166,15091,8955,9461,4162,4356,
预收账款(万元),10218,8661,7542,11762,16031,15684,12858,6993,3205,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),486,431,347,291,314,271,346,310,333,
应交税费(万元),1768,1266,397,771,497,642,280,271,113,
应付利息(万元),5,3,--,4,3,16,17,6,19,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),491,518,521,893,448,286,300,222,49,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
