报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),146696,144981,132323,135151,103043,103406,70892,104310,33410,64193,33384,80780,40284,89488,63139,63403,25075,51399,55700,53922,35448,46995,42497,44961,41154,66817,29912,25797,23824,28415,27869,28005,35171,38189,36664,35029,26328,13901,13302,12913,11035,4073,4364,7898,3697,3373,2827,4770,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,0,
交易性金融资产(万元),896,1099,1076,999,1991,2115,18928,881,37066,9371,33677,821,42692,820,10322,673,31044,10488,542,522,529,457,586,554,592,737,862,829,847,901,939,925,901,811,876,788,--,0,--,--,0,--,--,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,--,
应收票据(万元),10156,8561,13555,15287,7125,5810,11085,15726,7317,11016,24113,25286,13121,10765,16600,27537,21016,13137,21726,24282,25082,25673,26015,26092,4336,24278,44299,52975,41069,27683,29458,46244,33247,13412,17694,23619,11297,7485,9808,8075,3209,3330,5334,6843,3209,--,--,0,
应收账款(万元),64441,56181,50264,29434,55394,43003,44499,26259,55730,44360,39915,25667,33896,22211,22112,15228,21866,20253,17807,15058,25525,19773,18398,15261,12920,14352,11839,7297,10397,13789,11631,12854,2766,480,1474,488,904,642,1332,1819,2270,7500,1484,0,5530,--,--,63,
预付款项(万元),12145,8475,10732,6286,10462,7679,7450,5059,5367,6523,7635,4879,5380,4846,4028,3764,10535,6462,6938,5845,13790,5726,5182,3673,8860,8309,7694,6791,12753,8892,10460,2965,4250,1607,938,772,3850,145,162,830,903,1446,1142,529,1493,494,490,274,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,0,--,--,--,0,
