报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),23140,18277,18443,28708,30036,15384,9807,10888,6496,13077,7740,10139,2996,2820,1418,8426,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,5,--,--,--,--,
应收票据(万元),60,84,46,52,278,364,10,10,129,118,41,--,193,91,233,136,
应收账款(万元),26494,29541,34327,31367,26775,18070,17156,18051,14089,17437,14522,12595,14108,12474,10778,8612,
预付款项(万元),837,2403,902,1032,2244,15,233,58,82,22,334,140,30,150,1285,1299,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),12,44,213,249,291,617,1005,436,284,527,843,654,460,404,639,234,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20645,20637,22848,24166,25998,20146,20992,19769,22481,17709,19953,17887,12600,12275,10785,8362,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),376,386,383,71,804,217,442,199,--,--,87,288,--,--,--,--,
流动资产合计(万元),71563,71371,77161,85645,86426,54814,49646,49412,43561,48890,43520,41708,30387,28218,25138,27069,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,41179,--,33860,--,33644,--,32022,--,31869,--,31362,30997,16253,15944,14993,
累计折旧(万元),--,13134,--,12038,--,11102,--,10166,--,9236,--,8318,7427,6294,5210,4178,
固定资产净值(万元),--,28045,--,21823,--,22542,--,21856,--,22632,--,23044,23569,9958,10734,10815,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),27532,28045,23884,21823,22123,22542,22409,21856,22251,22632,22994,23044,23569,9958,10734,10815,
在建工程(万元),--,--,2606,4251,4101,3668,3596,3559,3450,3198,3456,3265,1742,12358,6339,3747,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3033,2840,2867,2851,2867,2889,2906,2932,2940,2962,2979,2983,3025,3104,3160,3227,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),4806,4806,4806,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),43,53,56,59,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),519,568,479,429,333,355,300,296,268,378,170,192,194,196,132,79,
其他非流动资产(万元),214,214,604,596,523,63,207,550,319,36,42,250,483,--,--,--,
非流动资产合计(万元),36147,36525,35302,30008,29946,29517,29417,29193,29227,29207,29640,29734,29014,25616,20364,17868,
资产总计(万元),107710,107896,112463,115653,116372,84331,79063,78604,72789,78097,73160,71442,59401,53834,45502,44937,
短期借款(万元),31602,29475,30480,27350,36093,25843,22736,23691,13795,21030,17030,16766,16390,17311,15058,10505,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,2,--,--,--,--,36,--,--,--,
衍生金融负债(万元),73,63,--,--,2,6,2,--,--,--,--,--,--,--,--,--,
应付票据(万元),14652,13665,13785,26697,16739,991,1288,1119,954,1127,1020,1274,835,267,490,914,
应付账款(万元),6173,8582,12280,7154,9321,3878,2996,2542,3605,1817,1925,1862,3735,4501,3256,2524,
预收账款(万元),367,421,790,490,469,976,437,477,509,336,197,173,158,180,288,332,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),300,445,420,87,71,128,183,163,168,177,37,37,32,40,104,510,
