报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),13464,13344,12370,14587,11234,11744,16403,20282,5249,3374,7097,5164,5500,6439,5527,4370,6033,2394,848,1603,2740,4493,2072,3792,3145,3239,3960,5255,2765,2222,1651,1501,986,1779,9281,6175,680,2998,776,827,1256,1752,2906,2315,1617,2477,2122,1874,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,5,5,4,5,5,4,4,3,3,105,112,134,169,167,152,132,127,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
应收票据(万元),3588,5114,4214,1872,1278,510,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,752,--,210,--,389,--,100,--,2,2,15,5,6,0,--,5,15,0,5,51,7,0,--,--,
应收账款(万元),12669,11871,14009,10018,7687,6933,3312,139,151,182,177,142,173,166,210,197,110,110,114,127,367,408,400,511,419,949,508,1087,1781,2016,983,1358,1414,2659,2092,2648,4639,3915,3630,4000,14410,14844,14728,16020,14695,16491,16063,15736,
预付款项(万元),999,900,1118,830,1352,2220,1413,1122,3290,3625,3573,2865,910,872,916,873,969,521,976,1032,1111,1067,1537,932,1442,9215,4821,3444,2085,2006,2287,1856,3848,2907,2365,2630,1972,1321,1208,1322,4120,3838,5236,4737,5999,6093,7051,6281,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
其他应收款(万元),1848,1652,1001,1945,5062,5598,5023,4976,4013,4873,4824,3848,3095,3848,3744,3010,2426,2612,2589,2757,3257,3499,3359,3702,13505,12891,16637,14432,9839,11002,8632,2561,5864,4715,3124,2645,6440,2511,2103,2546,11076,11544,8908,10041,9961,9707,8068,6419,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
存货(万元),38024,36927,36144,37948,36787,36473,35754,32036,30980,27737,26250,26763,26805,25873,25497,24388,27743,27888,24730,21621,20798,19649,18254,17471,17708,16275,15803,15585,18981,15921,15405,15703,20060,19822,18500,19799,19257,17754,18004,18376,31339,31780,27156,24395,24267,22943,24548,24854,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,780,839,48,656,119,119,122,122,113,109,122,122,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
其他流动资产(万元),99,608,573,573,60,54,--,48,2,2,2,2,1809,1,1817,9,1808,1808,1808,1808,--,--,--,--,--,--,--,--,--,--,--,--,--,0,5,0,--,0,--,0,10,45,192,--,278,321,188,3,
流动资产合计(万元),70690,70416,70261,68925,64239,64372,62610,59258,45612,41720,43852,40714,38405,39117,37834,34778,39090,35332,31065,28947,28273,29115,25623,26408,36972,42569,41939,39804,35840,33167,29062,22984,32178,31888,35386,33908,32999,28503,25725,27079,62332,63914,59266,57728,56990,58185,58173,55294,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,6500,2234,2234,2234,2234,2354,2354,2354,2354,139,139,2089,139,139,139,139,139,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
固定资产原值(万元),--,67602,--,66813,--,66154,--,65053,--,125388,--,124117,--,120563,--,120248,--,117973,--,85730,--,85604,--,84246,--,83665,--,81955,--,82986,--,82185,--,108313,0,108210,--,108120,--,107704,--,126002,--,125446,--,124087,--,123833,
累计折旧(万元),--,23504,--,21221,--,19194,--,17129,--,43725,--,41342,--,39027,--,36768,--,34568,--,32424,--,32250,--,30864,--,30665,--,28029,--,27418,--,25713,--,41455,0,40487,--,38743,--,36651,--,43025,--,40359,--,37805,--,35233,
固定资产净值(万元),--,44098,--,45592,--,46960,--,47924,--,81663,--,82775,--,81536,--,83480,--,83405,--,53306,--,53354,--,53382,--,53000,--,53925,--,55568,--,56472,--,66858,0,67724,--,69377,--,71053,--,82976,--,85087,--,86282,--,88600,
固定资产减值准备(万元),--,793,--,793,--,793,--,793,--,21253,--,21251,--,21250,--,21250,--,20802,--,20802,--,20872,--,20872,--,16057,--,14557,--,7338,--,7338,--,6910,0,3257,--,26,--,26,--,26,--,26,--,26,--,26,
固定资产(万元),42372,43305,43913,44800,45384,46168,46524,47131,60666,60410,59391,61525,59800,60286,61117,62230,61623,62604,63430,32505,32394,32482,31824,32510,35691,36943,37358,39368,41839,48230,48728,49133,57419,59948,62512,64466,68515,69351,70251,71027,81698,82951,81497,85061,85300,86256,87428,88575,
在建工程(万元),4355,3980,4061,3773,3843,3623,3520,3407,17537,16278,15716,15782,16619,15664,16329,13912,17221,15271,14778,44881,43614,41051,37794,33644,17055,4210,4340,4419,3857,2961,1601,2165,1390,1049,800,699,676,529,505,441,593,460,362,316,317,252,419,383,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,2684,2684,2684,2684,2684,2684,3064,3064,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
无形资产(万元),6887,6935,6955,6981,7071,7096,7147,7189,7206,7242,7284,7313,6806,6844,6882,6895,10259,10291,10329,10367,11026,11064,11103,11311,11397,11438,11474,11505,11350,11402,11669,10885,20994,21249,21511,21774,22100,17605,17814,18052,20166,20417,17242,17633,17729,18073,18433,18759,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,488,488,488,488,488,488,488,488,0,0,--,264,
长期待摊费用(万元),2101,2329,2143,2338,1770,1969,2380,2306,247,247,247,247,370,376,370,370,545,545,545,--,--,--,--,--,157,116,77,53,13,--,--,--,37,41,45,49,--,0,20,0,--,0,--,--,0,0,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
递延所得税资产(万元),1012,1020,1033,1011,707,606,654,654,583,583,583,583,670,670,670,670,1337,1202,1202,1278,1099,1099,1099,1099,932,932,932,932,1014,1014,1014,874,2057,2057,2043,2049,2031,2031,2039,2036,1903,1904,1897,1900,1669,1669,1669,1747,
其他非流动资产(万元),3546,4151,4231,4231,7379,7766,3408,4386,368,368,368,368,527,527,527,527,521,741,738,738,1822,1822,1822,1822,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
非流动资产合计(万元),60275,61719,62337,63133,66155,67228,63634,65073,86607,85127,83589,85817,84791,84367,85895,84603,91506,90654,91021,89769,89955,87518,83643,80387,65233,53639,54181,56277,58073,63606,63012,69558,84131,86579,89145,91272,96163,92358,93471,94399,107670,109042,106259,108221,107838,109073,111152,112931,
资产总计(万元),130965,132135,132597,132058,130394,131600,126244,124332,132219,126847,127441,126531,123196,123484,123729,119381,130595,125986,122086,118716,118228,116633,109265,106795,102204,96208,96121,96080,93913,96773,92074,92541,116310,118467,124531,125180,129162,120862,119196,121477,170002,172956,165524,165949,164828,167259,169325,168224,
短期借款(万元),17000,20000,20000,20000,18000,20000,20000,20000,21495,18495,21495,21495,18495,18495,18495,18495,21495,21495,21495,22546,22546,27046,27596,27996,27996,24218,24518,24018,26745,26745,26745,26745,39851,39933,45535,45465,46324,43026,43216,43219,49606,54447,50368,84158,87173,88734,88997,88108,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,0,0,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,610,610,--,0,--,0,-7,273,230,230,0,0,--,--,
应付账款(万元),--,3624,4361,3889,3169,3987,4610,4300,4605,4784,3856,4466,3558,3597,3866,3874,4429,4613,4272,3504,3426,3170,3802,3648,3192,3564,3530,3806,3943,3683,3985,3816,9947,11091,10121,9959,9909,9764,9637,10190,28035,28799,26377,26627,25310,26087,26839,26622,
