报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),12595,19952,2139,5831,5461,7127,5530,7720,6132,
结算备付金(万元),--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,0,--,--,--,--,--,--,--,
应收票据(万元),1719,604,1408,1556,1662,300,70,--,313,
应收账款(万元),21958,21512,19339,19777,15604,13459,10182,11900,6042,
预付款项(万元),2026,861,991,680,705,521,1765,1038,787,
应收保费(万元),--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,0,--,--,--,--,--,--,--,
应收利息(万元),--,0,--,--,--,--,--,--,--,
应收股利(万元),--,0,--,--,--,--,--,--,--,
其他应收款(万元),1520,1908,2182,1786,1018,224,230,154,191,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,0,--,--,--,--,--,--,--,
存货(万元),7230,4999,4903,3534,3303,3277,3544,3251,3243,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,0,--,--,--,--,--,--,--,
其他流动资产(万元),--,0,--,--,--,--,--,--,--,
流动资产合计(万元),47047,49836,30962,33164,27754,24907,21321,24063,16709,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,8866,8758,8744,8202,--,--,--,--,
累计折旧(万元),--,3705,3569,3430,2855,--,--,--,--,
固定资产净值(万元),--,5161,5189,5314,5348,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),5140,5161,5189,5314,5348,5237,2635,2191,2010,
在建工程(万元),216,213,276,213,--,--,169,--,42,
工程物资(万元),--,--,--,--,--,--,--,--,--,
