报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),735850,415927,523740,483048,554225,387094,468773,222850,251846,213943,362591,217102,200367,137038,167667,80578,201012,101842,141096,79931,168431,86975,69973,71445,84409,94307,126366,85236,136544,11677,12736,13606,14100,15078,19614,34386,5529,3661,3024,4921,5824,8075,9822,21262,13307,20795,20843,49747,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,--,0,0,
交易性金融资产(万元),--,--,--,--,1,--,50,39,30,32,32,38,37,45,43,44,51,1397,686,833,359,1431,3866,50,237,135,385,477,11529,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,0,0,
衍生金融资产(万元),10773,15438,23931,21471,68816,32364,60649,15453,17693,13459,17447,2504,1371,4479,1896,1285,1882,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收票据(万元),134188,98526,112215,52054,120360,106387,68323,11323,33685,13159,15793,14118,21071,28384,23039,11230,16559,41554,22237,19746,16224,6690,10770,9024,14362,9793,7814,38583,12440,--,--,--,--,0,0,0,7,0,14,155,320,66,3137,1914,13955,16787,49701,71052,
应收账款(万元),398668,406857,332428,258514,262943,320444,379325,281221,277729,359934,312021,240684,289264,296847,271594,245552,173375,137721,141328,98975,113512,100636,85891,60919,104030,69799,63449,37264,63101,--,--,--,--,0,0,0,14997,18949,18824,19164,38985,45742,56636,64364,52897,57830,78367,66658,
预付款项(万元),1240557,1244131,1233389,709586,1144194,1023063,941161,494713,679515,495182,465998,504572,832724,679791,837075,932743,792970,514972,556129,542464,384707,250588,287926,136478,99140,186104,268395,152256,249058,6,--,--,--,0,0,0,3919,5055,5231,6279,3141,1564,2154,1970,3685,2757,2855,3748,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,0,--,--,0,0,
