报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),218714,310158,242515,258589,219603,238624,185662,176753,190022,168778,128026,145587,94558,74609,48387,34024,20494,18622,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),91,393,5,40,0,183,116,864,214,227,1159,545,949,--,633,270,195,67,
应收账款(万元),35558,16681,26828,20252,20635,6542,23479,18491,20489,8522,25126,20895,9108,7612,7357,6680,5993,5087,
预付款项(万元),2967,1391,3025,2143,2424,695,7276,5555,3552,1744,2939,2458,3157,1214,2048,2444,2302,8947,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,7,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1207,189,1993,2114,3380,855,3977,3977,7420,2521,1238,1481,637,218,183,630,903,3069,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),18517,17390,15620,15609,14158,14717,13147,11858,11199,11328,11695,10811,10458,8023,8538,6792,4445,3438,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),79308,171,59200,30200,49100,26000,51000,30000,10000,21000,32000,--,--,--,--,--,--,--,
流动资产合计(万元),356362,346374,349185,328948,309300,287617,284657,247497,242898,214120,202184,181776,118867,91675,67159,50848,34330,39230,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2480,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,5430,5219,7005,--,--,--,--,
长期股权投资(万元),5413,--,--,--,--,--,--,--,--,--,--,--,--,--,9492,13146,17400,13431,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,81444,--,77681,--,78549,--,75823,--,75615,--,74741,73721,71670,--,--,--,--,
累计折旧(万元),--,37745,--,35787,--,37604,--,35511,--,32934,--,30494,27884,23024,--,--,--,--,
固定资产净值(万元),--,43699,--,41894,--,40945,--,40312,--,42681,--,44247,45838,48646,--,--,--,--,
固定资产减值准备(万元),--,64,--,64,--,64,--,64,--,64,--,64,64,64,--,--,--,--,
固定资产(万元),44319,43635,41664,41830,41008,40881,40565,40248,41380,42617,43624,44183,45773,48581,51754,40665,18272,13406,
在建工程(万元),24106,22840,14659,12634,13430,12879,10447,8800,8098,7462,6576,5771,2762,1070,664,7968,17110,3913,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),1,--,1,--,--,--,0,--,--,--,0,0,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,180,175,152,77,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),17517,17865,17686,17378,15557,15851,15715,16007,16102,16314,16266,16472,15551,16616,9838,10068,10538,11023,
开发支出(万元),21208,19932,6376,5585,6724,6294,5622,5068,4467,3891,3033,2730,2285,1420,6587,2705,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),900,779,883,946,1282,1492,1633,1843,2033,2214,1930,1618,1307,774,387,234,213,29,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3500,3307,5360,5759,5586,5478,4141,3939,3766,3503,2241,2236,2149,2204,2199,1485,1243,1317,
其他非流动资产(万元),5003,3883,7959,6855,5635,5323,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),121967,112242,94589,90988,89222,88199,78124,75904,75847,75999,73669,78621,75221,77824,80997,78750,64777,43118,
资产总计(万元),478329,458616,443774,419936,398522,375816,362781,323401,318745,290119,275853,260398,194088,169499,148156,129598,99106,82348,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,500,500,4000,5500,6000,--,
