报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),92974,98504,94294,133248,138540,148344,132226,29066,43328,49769,58892,56568,45604,49599,24392,43576,32582,35539,31995,36286,33813,38754,34034,33624,36508,40348,34634,42162,42279,45086,3719,7074,4345,4585,2843,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,6,6,--,--,--,18,40,40,56,41,--,--,--,16,--,--,--,--,0,0,0,0,0,
应收账款(万元),30486,27423,19014,16765,22033,21938,17204,12190,5108,5415,7802,7955,7157,6380,7355,6768,6454,4280,8901,6187,8079,4688,9283,8313,6811,3827,7447,5059,5420,2868,3793,3133,2608,2210,475,
预付款项(万元),8340,4075,6910,5943,4857,1413,1929,1013,4725,2756,986,1532,3756,1262,3824,2641,2742,1211,4752,3896,4253,1760,3186,2806,3157,2101,3926,1560,1339,830,1373,971,1235,635,2013,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),227,197,203,53,98,108,6,--,--,8,17,28,--,244,87,101,95,337,200,225,92,--,113,58,111,--,240,261,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),3168,7700,7418,7305,8399,3026,2812,2335,1385,750,2286,2990,1590,730,1558,1269,1193,754,925,1030,999,738,1083,1188,356,210,377,328,590,152,197,333,188,317,1465,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
