报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),16099,27158,27358,29075,25171,26325,15694,11837,8000,10213,14287,28564,27611,11388,6058,8421,8857,8414,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),790,598,531,527,807,465,420,200,200,1063,1112,218,890,640,738,95,60,45,
应收账款(万元),23835,23419,25620,21828,24325,26362,27598,24334,22352,21709,21232,16628,15728,17263,18343,22134,20260,16815,
预付款项(万元),2860,2525,1919,742,749,821,671,512,1899,1926,404,1880,1587,645,1451,431,66,180,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,89,41,148,41,250,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),840,613,732,912,782,821,809,933,836,756,641,679,621,860,771,557,501,365,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),14272,12530,12470,15676,13219,12447,12164,14838,13089,10895,8822,8011,7726,5789,6300,4834,3091,2643,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),184,184,184,184,184,184,184,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),476,--,23,--,--,--,10087,10000,15000,15000,15000,--,--,--,153,--,--,--,
流动资产合计(万元),59356,67028,68837,68945,65239,67426,67717,62694,61524,61604,61749,55981,54164,36585,33814,36471,32836,28461,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),15852,--,14569,--,13132,--,13093,--,11811,--,11747,--,11159,11101,10371,10430,--,10181,
累计折旧(万元),4033,--,3572,--,3265,--,2941,--,2640,--,2323,--,2029,1752,1635,1380,--,--,
固定资产净值(万元),11819,--,10997,--,9867,--,10152,--,9171,--,9424,--,9130,9349,8736,9050,--,9679,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),11819,11482,10997,10171,9867,10003,10152,9047,9171,9311,9424,9008,9130,9349,8736,9050,9404,9679,
在建工程(万元),5694,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),49,38,40,23,25,27,29,14,19,24,29,35,40,40,45,59,70,38,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1139,1185,1231,1278,1324,1370,1416,1650,1702,1755,1807,1859,1911,2015,2067,1175,94,119,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),667,595,654,678,714,611,674,669,621,539,581,604,585,533,526,457,311,240,
