报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),60121,51632,48084,17493,8397,16386,12032,10593,9759,12676,8105,8942,22234,5019,4917,3221,3285,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),27911,34702,32448,23982,20663,16978,9272,16887,10953,8681,5746,8476,4528,5954,5242,2152,1316,
应收账款(万元),95778,93668,77819,83980,65116,62541,38678,32929,29352,21335,14335,14196,10154,7004,5817,5412,3462,
预付款项(万元),9672,8693,4800,11249,6194,10844,3299,8280,8600,7040,3629,7684,2191,658,1391,600,332,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),10840,11185,2527,3285,2063,3931,2772,6435,4977,3218,2693,2498,530,463,327,161,118,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),76163,60240,49032,58641,57526,65346,47226,40282,32034,19364,13673,9275,7976,7403,7170,3884,3631,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),95691,2314,2309,798,2037,161,3101,307,366,--,361,--,--,--,--,--,--,
流动资产合计(万元),376175,262434,217018,199428,161997,176186,116381,115712,96041,72314,48543,51070,47612,26501,24865,15429,12144,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),8043,8013,8160,8260,8329,8388,8448,8513,8579,7369,7420,--,--,--,--,--,--,
固定资产原值(万元),43745,--,43539,--,38783,--,37423,--,34317,--,18883,--,19931,5331,4250,2793,2471,
累计折旧(万元),7367,--,6247,--,5264,--,3827,--,2818,--,2164,--,1700,1407,924,572,324,
固定资产净值(万元),36378,--,37292,--,33519,--,33597,--,31499,--,16719,--,18230,3924,3325,2221,2147,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),36378,37081,37292,33151,33519,33895,33597,31168,31499,17703,16719,18113,18230,3924,3325,2221,2147,
在建工程(万元),32566,7646,4004,6774,5205,4453,4283,2560,1138,11584,12634,7471,3503,15779,4395,2503,60,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),15329,15415,15567,9918,10030,8324,8309,8095,8035,8077,6341,6379,6420,6489,6634,4438,4524,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,265,--,--,--,--,--,
商誉(万元),27819,27819,27819,33169,33169,37218,5351,5351,5351,5351,5351,--,--,--,--,--,--,
长期待摊费用(万元),814,591,610,492,505,470,91,25,27,45,66,84,72,138,197,246,326,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2540,2864,2438,2307,2197,1785,1256,1529,1134,761,657,580,554,498,316,265,41,
其他非流动资产(万元),11153,4389,2233,6498,6358,1385,1118,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),134742,103818,98122,100570,99311,95919,62452,57240,55762,50890,49187,32892,28779,26827,14867,9673,7098,
资产总计(万元),510917,366252,315140,299998,261307,272105,178833,172953,151803,123204,97730,83962,76391,53328,39731,25102,19242,
短期借款(万元),43180,52369,41369,50600,33415,14815,8460,4140,4320,4500,4800,2300,4300,3000,3000,--,1900,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),47414,51579,44011,23486,18675,25692,23985,23934,16575,10641,6181,4341,3884,2738,3878,2349,262,
应付账款(万元),63836,54980,45637,48213,43762,46001,33799,36107,28016,17076,11080,5901,4443,5538,4751,2779,1837,
预收账款(万元),46263,45945,29289,36690,27843,49072,26915,21198,22468,12620,5626,8893,2000,5043,5509,2071,2591,
