报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),102072,121449,77451,82092,108075,128504,139052,181289,14198,19257,17176,26009,17143,6787,8336,11655,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,240,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1786,687,2510,961,2022,2326,3175,1175,1522,785,1011,483,1447,323,277,343,
应收账款(万元),99899,60821,36523,34851,28780,27094,30650,28433,9422,9470,10114,7749,7753,7839,5827,6732,
预付款项(万元),4453,5345,3979,1593,844,529,1627,870,2258,469,453,909,497,787,52,316,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),44,17,--,--,--,--,--,--,--,--,--,184,124,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),7835,8029,1461,1526,1282,990,662,485,5329,76,138,49,551,444,381,128,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9162,7279,7051,6390,5404,5915,5560,5368,5129,6094,6486,5757,5959,7957,6924,6372,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,13,--,--,--,--,
其他流动资产(万元),1485,1792,2021,512,548,380,207,586,--,785,378,376,293,571,84,958,
流动资产合计(万元),231610,210293,130997,127926,146955,165739,180934,218207,37857,36937,35757,41528,33768,24707,21895,26744,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),52152,50893,52005,44984,45721,43254,34355,31288,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
