报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),53264,57146,52245,57198,71730,96752,100026,76088,131112,812,8,1006,587,497,509,1060,441,1014,1021,2889,855,501,766,3976,2775,1399,872,1686,5373,9982,3041,11937,8622,9737,1169,5123,2352,3861,1585,3535,1624,2403,1697,2513,2313,3238,2514,5075,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,250,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,0,20,--,--,--,--,--,--,--,--,--,--,--,--,--,0,15,10,--,--,--,0,--,0,0,565,15,--,--,0,--,0,--,17,72,84,55,30,20,38,20,72,22,58,56,34,
应收账款(万元),43863,58831,48344,53253,41079,41795,35168,26709,547,349,437,591,384,275,123,315,--,1199,1250,1544,951,863,821,1303,1095,905,1028,936,930,1396,1887,1314,888,926,687,746,580,1226,1397,1384,1845,1538,1747,1464,1279,1540,1710,1284,
预付款项(万元),17428,16511,13303,4602,8593,3083,6104,4773,141315,1007,1580,1588,5117,3207,1072,665,744,2225,2104,2045,4603,4834,4848,3027,2417,3413,2688,981,952,6469,20407,15316,7143,7455,7801,2977,2070,1672,1393,928,823,738,1199,893,1566,1509,3851,822,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
