报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),46893,82864,31004,33371,34488,37663,42712,71042,49038,44116,47297,58520,56442,15718,39048,50588,51757,53859,46760,44584,32476,33797,15029,53116,49570,60559,23444,68852,64383,71703,79687,115637,145718,10938,6079,3295,2515,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,
交易性金融资产(万元),32000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,
应收票据(万元),--,20998,9771,8270,9851,9371,8847,8923,7510,15516,12853,20156,18541,15106,7735,6115,10022,8600,3871,14041,5297,4809,15576,26963,29589,19004,11267,18883,18225,11429,5539,1813,2655,755,2058,1060,2029,
应收账款(万元),--,24119,28101,26515,28003,36085,44137,32307,31936,33813,42993,32538,37108,42473,51194,35363,38776,32901,33462,27579,34590,40272,32144,22588,24012,20185,20084,11338,10093,9069,9192,7422,7529,7654,6323,6686,6939,
预付款项(万元),10046,10421,6279,3460,14096,13744,10887,4719,11939,13272,10402,10257,15831,15721,13364,11929,11680,9259,14766,10136,15916,18035,18393,9460,11365,11061,12126,2902,7324,6035,7163,7361,4026,3837,863,2131,1101,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,
