报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),13181,13445,12005,8942,12411,18557,10317,12515,10222,20722,14825,7922,25356,4870,2006,7150,5542,4253,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),80,88,81,28,29,38,2210,1105,2932,800,17,22,--,--,--,38,67,25,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),200,180,160,45,228,263,152,177,120,180,261,199,181,250,512,10,143,360,
应收账款(万元),13439,14137,11601,9483,9154,11194,9246,9348,10313,10043,11911,9930,9975,7497,11901,7880,6134,4244,
预付款项(万元),2813,1923,2477,2554,2974,1567,1350,1155,1432,631,1410,833,767,699,1437,717,722,638,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),900,347,337,492,2484,3160,2972,4183,291,1405,412,411,639,554,456,505,323,457,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13359,10782,11847,12079,10677,10133,7514,7320,8574,7958,7924,8413,7608,6857,5993,5759,4608,3576,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1562,1434,863,5065,2607,632,8958,14412,14916,5219,10447,16561,376,354,149,307,1148,119,
流动资产合计(万元),50656,42337,39371,38688,40562,45543,42719,50215,48801,46958,47207,44291,44902,21082,22453,22364,18686,13672,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2699,2699,2699,699,16929,1731,750,750,750,750,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),5553,10646,10547,10565,--,--,--,--,--,--,90,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,33367,--,30264,--,29372,--,16113,--,16193,--,14858,--,14712,13807,13530,--,--,
累计折旧(万元),--,10396,--,9411,--,8558,--,5629,--,5161,--,4840,--,4322,4191,3621,--,--,
固定资产净值(万元),--,22971,--,20853,--,20814,--,10485,--,11032,--,10019,--,10390,9616,9909,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),23518,22971,21261,20853,20793,20814,10283,10485,10754,11032,9698,10019,10137,10390,9616,9909,10289,10096,
在建工程(万元),4509,4988,6243,2406,2020,991,2155,1168,934,563,946,824,430,335,1028,319,--,217,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,103,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7406,7602,7190,7302,7415,7509,530,500,508,4356,4371,4401,4431,4461,4414,4493,523,543,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),30182,30182,9095,9095,9095,9095,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),66,97,118,187,112,78,159,196,92,74,--,4,7,11,16,32,107,81,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
