报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),23789,27282,26609,33125,33683,31753,31310,38574,39430,48452,3581,5208,4186,7776,9343,8159,16480,18900,35935,23393,28275,32544,32801,32478,38453,36414,39816,45509,43662,45399,45573,2846,6252,3547,4811,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-37,69,301,361,344,200,137,96,62,44,281,318,306,265,209,174,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,45,258,77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3453,2230,3944,3913,1800,712,692,1189,598,527,100,1098,839,225,214,308,50,30,--,160,543,486,175,479,400,159,249,318,215,22,550,24,50,181,--,
应收账款(万元),21835,17044,17475,11946,14647,13639,9758,11160,13104,9677,9234,8136,8981,11270,9200,10288,14252,11068,7659,7451,6428,6616,5296,8586,8366,7756,5818,4395,5429,5544,5754,5364,4546,3918,4871,
预付款项(万元),2628,3610,2976,5246,4331,4464,2116,4552,5631,4156,3212,3084,6675,4656,3457,5384,134,462,1622,1294,3979,12523,13837,8100,6552,14557,11227,6260,10043,4222,3892,2562,2337,5111,617,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
