报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),15585,34220,23455,29843,37356,25149,24395,5784,6848,17923,19804,21545,23206,28256,28174,24680,5736,7360,6798,6601,5798,6269,6162,14622,11975,9811,5722,14429,11757,12456,7338,16148,14469,5800,10321,14730,12422,4411,5076,8492,2420,2007,2828,10357,7705,13361,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,32,33,32,30,30,--,--,0,--,13,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收票据(万元),8267,10577,9515,9919,10048,11468,7415,4741,5241,7234,7022,9605,8925,8005,8307,8790,7624,8284,6858,7805,7780,9251,7025,7821,10271,11669,6320,5229,3287,4652,2343,1199,956,3714,808,1532,865,2176,1749,1300,3997,5971,9535,6447,5655,7128,
应收账款(万元),17890,19934,17476,18394,18837,18489,15269,14720,13499,13923,14626,16368,15234,18504,17763,17561,16513,19723,18228,17335,17684,16427,18023,16336,15666,16728,23938,19295,17219,13037,19564,19781,19513,17069,20934,18989,18302,19051,24743,23857,22344,17221,16091,17326,17655,14691,
预付款项(万元),2998,1995,6834,3834,3653,3059,6049,3497,4464,2635,7313,5175,3980,2142,4452,2906,3165,2885,5453,4146,2879,3445,3199,1844,5501,2934,2141,1271,1304,3582,7886,5544,4249,2782,5653,4707,9602,8926,9714,7699,5749,4840,2784,3360,3944,2368,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收利息(万元),100,3,95,46,98,183,247,328,207,163,378,378,360,105,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
其他应收款(万元),434,282,810,210,1470,167,200,271,321,697,435,483,7330,2113,338,1192,577,571,542,899,1048,1117,1197,1121,1480,1356,3073,3156,9471,6950,4896,6110,870,1359,1085,785,2985,5766,3561,1616,16933,17163,15707,15264,17147,16345,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
存货(万元),18143,15440,15515,16794,18910,18789,17720,18126,15991,16432,16717,16350,15197,15505,15191,14761,14789,13558,14022,15618,16126,14991,14268,15211,18102,17169,19892,17704,19898,19604,15532,15258,13704,12534,14020,13213,12387,11349,15776,15785,9127,10009,11066,9942,11304,9514,
