报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),40740,40861,27735,33686,26804,24220,13859,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,
应收账款(万元),3638,2332,1404,2711,2854,2178,3363,
预付款项(万元),396,654,864,1279,1698,1714,2250,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),2197,858,846,2584,5933,673,1009,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),7245,5457,7506,5394,8635,10864,12132,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),10,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,1000,--,--,
流动资产合计(万元),54226,50162,38354,45654,46923,39649,32614,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),3372,3372,3372,3372,3372,3372,3372,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,844,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,87711,87081,--,79377,72611,--,
累计折旧(万元),--,24450,22092,--,17769,13786,--,
固定资产净值(万元),--,63261,64989,--,61608,58825,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),62246,63261,64989,65836,61608,58825,53500,
在建工程(万元),3373,3477,3299,3494,3464,2940,3536,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),14520,12851,12629,10973,13350,10326,7958,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),1911,1891,1898,1906,1895,1497,1418,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),160,170,164,186,276,101,203,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),82,396,411,386,522,378,340,
其他非流动资产(万元),5751,8099,9042,2535,2667,3061,3159,
非流动资产合计(万元),91415,93518,95805,89533,87155,80499,73486,
