报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),524124,426929,367735,430581,469942,470923,573579,509339,302647,309451,359094,268394,286334,239994,223637,141741,147478,163430,72168,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,985,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,180,180,--,--,--,--,--,
应收账款(万元),10502,8521,7079,11509,10232,12718,9501,10771,11439,10177,11280,8537,4993,7328,4594,11083,6310,3345,3172,
预付款项(万元),36397,35793,36269,23025,25674,22118,24217,28515,31371,26120,26873,23672,23915,19470,16631,18512,16935,14644,10531,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),1595,822,475,454,339,454,--,--,--,--,--,--,--,--,133,133,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),369695,168162,239158,143122,59875,141567,86067,109298,77989,72055,53716,40409,21038,19284,32672,37734,15941,15263,16512,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9884,9289,8547,8922,7143,6783,6689,5668,5555,5497,5250,5099,4176,4284,4297,4539,4162,3831,3078,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,11350,11350,11350,11350,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),10957,11812,9106,2540,4845,8221,3781,1602,678,3145,--,399,796,1646,2456,2976,814,3450,--,
流动资产合计(万元),963155,662312,679718,631504,589401,674134,703834,665194,429680,426444,456214,346511,341433,292186,284420,216719,191641,203963,105461,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5287,5287,5000,5000,5000,5000,5000,5000,5000,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1971,2080,779,782,936,876,2594,4803,7454,9534,1949,5098,8035,11026,3612,5822,9752,3029,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,1330817,--,1291201,--,1157238,--,969378,--,723571,--,655146,--,538251,534811,490153,450900,383223,237126,
累计折旧(万元),--,261682,--,223819,--,190229,--,161942,--,137735,--,118043,--,101070,93181,85613,70948,43861,22337,
固定资产净值(万元),--,1069135,--,1067381,--,967009,--,807437,--,585835,--,537103,--,437181,441630,404540,379952,339362,214789,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1065857,1069135,1081482,1067381,1017988,967009,888339,807437,584919,585835,580925,537103,457616,437181,441630,404540,379952,339362,214789,
在建工程(万元),277103,173914,127047,120015,141655,166814,222138,276983,471706,428758,347527,301625,287980,251212,199518,174474,54937,45562,84187,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
