报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
非流动资产合计(万元),139309,138453,158460,157900,159312,163293,163458,161516,116608,112323,113018,111283,111083,107169,87979,88267,88730,87364,87514,87493,89886,86508,85389,66399,66771,58786,59031,47782,46042,47637,45447,39330,38992,24896,23143,19353,17355,15765,13803,14408,14679,13652,
资产总计(万元),276897,269044,296249,284853,291312,292445,287163,277612,247934,249573,256086,258552,260404,266180,234159,229617,236333,238618,230266,237671,229981,230337,235782,200791,187561,180924,180612,106315,98093,90650,89847,75050,70724,67509,63949,62096,57775,57691,36946,32783,27471,20395,
短期借款(万元),47000,52100,52600,46000,59500,56800,69080,66080,46600,45700,52479,50826,52085,47224,18301,68338,67943,60428,58464,61007,57670,59467,63423,50044,40724,35638,29070,26329,24327,21902,18052,14100,10500,9500,6000,7000,7000,6200,6990,3710,530,469,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
应付票据(万元),--,--,18888,10500,1000,1000,8100,8100,2,2,606,3835,5850,5910,4908,1857,8934,16609,8595,10870,9339,4675,5941,5776,3321,3798,3581,2313,1719,1382,2098,1837,1688,2000,1580,1651,723,295,1324,2071,2687,2450,
应付账款(万元),--,--,24302,31196,32095,32033,31427,26770,24888,22819,23601,23311,21309,22978,22552,28877,27790,26635,30156,31160,29519,30275,24502,20873,18846,19303,24860,14221,12002,10823,11692,5908,5243,2597,3031,2188,1880,2337,1608,861,1360,885,
预收账款(万元),912,1158,1177,891,879,1289,1089,885,1317,770,311,260,219,1015,551,578,314,910,1383,1336,953,1275,951,1081,864,1049,1009,932,954,569,417,397,331,133,323,530,335,392,312,366,188,17,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
应付职工薪酬(万元),960,903,890,965,988,978,994,1027,1116,1286,1167,1184,1269,1152,1065,1087,1183,988,959,957,1084,895,803,743,827,585,679,586,620,508,498,353,460,336,293,227,312,216,216,218,190,272,
应交税费(万元),783,1860,2220,468,1623,2079,2159,2223,2002,1097,423,771,1921,166,243,565,737,-159,-1713,-1499,-469,-1351,-639,-1900,-1139,-1571,-1388,-970,-1091,-1687,-1361,-1553,-1264,-434,-114,-363,-196,125,332,-91,370,1270,
应付利息(万元),95,--,98,5,14,20,42,54,69,48,48,53,61,--,--,160,128,42,25,25,83,--,--,--,67,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
其他应付款(万元),--,2003,1040,1813,1811,1227,1537,1727,2267,1267,1136,1359,1587,1155,1254,1294,1851,1661,1654,2722,2284,7038,12298,145,629,1362,1920,711,677,22,1915,56,66,47,49,66,128,197,14,51,52,32,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
一年内到期的非流动负债(万元),9155,8382,8382,8296,8561,8871,--,--,--,--,--,--,--,3000,3009,2978,5355,3454,3546,3106,2119,225,271,318,305,45,859,895,1023,--,--,--,--,--,0,--,0,340,1220,2040,700,3568,
其他流动负债(万元),104,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
流动负债合计(万元),112877,102837,109597,100132,106471,104297,114427,106865,78262,72989,79771,81600,84301,82600,51883,105734,114235,110567,103069,109684,102581,102498,107550,77081,64444,60208,60590,45018,40230,33518,33311,21098,17024,14178,11162,11299,10182,10102,12017,9225,6078,8963,
长期借款(万元),2400,3000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,3000,4500,5547,8587,8667,4727,5747,4747,5187,4747,3987,4827,4887,3987,3987,3782,3733,2695,0,--,2360,2840,3900,1200,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
长期应付款(万元),--,6395,8470,10674,12397,15156,--,--,--,--,--,--,--,--,--,24,0,--,16,43,70,81,108,133,195,504,144,237,237,455,520,--,--,--,0,--,0,--,0,--,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
长期递延收益(万元),1249,1304,1304,1304,1304,1337,1337,1337,1337,1378,1378,1278,1278,1222,1222,1375,1395,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),606,622,638,718,670,689,721,721,737,753,767,829,837,880,49,43,43,27,21,90,90,135,135,135,135,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1405,1485,1485,1425,1395,1395,1385,1385,1337,1337,1342,142,152,152,152,155,300,300,298,148,148,138,138,18,18,
非流动负债合计(万元),8535,11320,12412,12696,14371,17182,2058,2058,2074,2131,2145,2106,2115,2102,1271,1441,1437,4432,4522,6118,7132,10198,10305,6379,7461,6588,6669,6325,4365,5434,5559,4139,4142,4082,4033,2993,148,148,2498,2978,3918,1218,
负债合计(万元),121411,114157,122008,112829,120842,121479,116485,108923,80336,75120,81916,83706,86416,84701,53154,107176,115673,115000,107591,115802,109713,112696,117855,83460,71906,66797,67259,51343,44596,38951,38870,25237,21166,18260,15195,14292,10331,10250,14515,12203,9997,10182,
实收资本(或股本)(万元),93164,93164,93164,93164,93164,93164,93164,93164,93164,93164,93164,93164,93164,93164,93164,39582,39582,39582,39582,39582,39582,39582,39582,32985,32985,32985,32985,26398,16499,16499,16499,13749,13749,13749,13749,8593,8593,8593,6393,6393,6393,5693,
资本公积(万元),54885,54885,54885,54885,54885,54885,54885,54885,54885,54885,54885,54885,54885,56577,56577,51990,51990,51990,51990,51990,51990,50607,51990,58587,58587,58592,58592,7654,17554,17362,17362,20112,20112,20112,20112,25268,25268,25268,3150,3150,3150,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
盈余公积(万元),1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1834,1834,1834,1834,1664,1664,1664,1664,1463,1463,1463,1463,1264,1264,1264,1264,964,964,964,673,359,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
未分配利润(万元),5059,5677,24767,22712,21173,21238,20715,18716,17602,24242,24103,24911,24075,24391,24586,24341,22806,25653,24756,24134,22917,21684,20841,20393,18970,17888,17223,16116,15139,13645,13182,13658,13407,13299,12808,11862,11508,11076,10406,8571,5801,2829,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,3,-44,-185,-68,-63,-5,-3,15,8,-4,-3,-1,-1,-0,-0,0,-0,-0,-0,-0,-0,-0,--,0,
归属于母公司股东权益合计(万元),155048,154886,174240,172024,170470,170966,170678,168689,167598,174453,174169,174846,173988,176523,176177,117684,116106,119059,118167,117497,116140,113640,114185,113794,112374,111144,110472,51828,50852,48968,48505,48982,48731,48423,47932,46987,46632,45900,20913,19078,16017,8882,
少数股东权益(万元),438,--,--,--,--,--,0,--,--,--,--,--,--,4955,4827,4757,4554,4559,4509,4373,4128,4002,3743,3537,3281,2983,2881,3144,2645,2731,2472,831,827,825,821,817,812,1540,1517,1501,1457,1331,
所有者权益(或股东权益)合计(万元),155486,154886,174240,172024,170470,170966,170678,168689,167598,174453,174169,174846,173988,181479,181004,122441,120660,123619,122675,121870,120269,117641,117927,117331,115656,114127,113353,54972,53497,51699,50977,49813,49558,49249,48754,47804,47444,47441,22430,20579,17474,10213,
负债和所有者权益(或股东权益)总计(万元),276897,269044,296249,284853,291312,292445,287163,277612,247934,249573,256086,258552,260404,266180,234159,229617,236333,238618,230266,237671,229981,230337,235782,200791,187561,180924,180612,106315,98093,90650,89847,75050,70724,67509,63949,62096,57775,57691,36946,32783,27471,20395,		
  
