报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),95280,41266,17488,20690,18348,15276,16514,19621,16550,11350,11742,9515,12937,15399,16843,18847,18930,14035,13439,11918,10478,11681,8943,8748,10768,12367,11883,11013,14620,16553,18414,17609,20454,18552,21768,22332,23283,21788,24208,25358,25306,25866,24765,24276,27775,32107,7763,8497,7318,5784,3208,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),5621,9727,11857,5968,5213,4797,4558,3764,5288,6929,5362,5101,5658,7212,3998,1947,2045,2596,1167,779,1085,885,557,176,600,--,91,404,456,602,321,403,263,318,25,23,58,12,24,63,8,--,13,6,6,--,16,6,0,20,0,
应收账款(万元),67629,90240,26070,27949,26961,25265,28258,26545,25908,24473,26712,25231,21715,20598,26116,24070,21904,19937,23914,22763,21043,20508,23795,20377,15669,16240,15996,15552,13620,12815,14312,14218,12739,12385,14177,14756,10712,12424,11392,9756,8437,8810,9999,9835,8680,8112,10156,8182,7335,8472,6094,
预付款项(万元),10083,6570,2674,259,371,199,893,1534,1814,320,4193,4822,5310,769,3152,3229,1565,785,851,958,478,462,950,1127,1428,971,1032,3604,3587,2706,2324,3945,1161,1181,2574,1619,1232,348,435,348,412,490,3255,2652,1458,399,379,258,338,347,381,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),--,--,50,42,59,6,48,92,122,55,86,80,112,132,121,119,140,91,145,208,110,145,263,222,330,86,99,89,109,88,253,583,338,434,116,154,79,61,166,229,239,243,878,649,514,508,394,196,98,1106,367,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,10,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),25573,21917,5900,5598,5712,6005,6282,7074,7356,7178,6749,7204,6897,7562,6826,7590,7480,7750,7161,7349,7121,7170,7631,6895,7506,7819,7849,7845,7461,7029,6917,6583,6434,6129,3807,2816,3664,2702,3020,2630,2385,2983,4139,2954,2608,2440,2044,2956,3013,2244,2461,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),1174,1712,2311,1542,1295,1465,1454,1043,1309,1312,1260,1344,1327,639,79,405,226,212,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),212052,177662,66351,62047,57959,53014,58008,59672,58347,51616,56104,53298,53956,52310,57134,56207,52291,45406,46677,43975,40315,40852,42141,37545,36299,37482,36950,38507,39853,39793,42541,43341,41388,38999,42466,41700,39028,37336,39244,38385,36787,38392,43048,40372,41041,43566,20752,20106,18101,17973,12511,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),654,654,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),21401,21401,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),--,98011,--,82644,--,81393,--,73588,--,72522,--,70730,--,68828,--,66583,--,66969,--,65363,--,67265,--,66423,--,65288,--,57455,--,53551,--,48617,--,48281,--,40238,--,40017,--,39797,--,39377,--,34591,--,34640,--,32987,32177,0,--,
累计折旧(万元),--,67794,--,51289,--,48878,--,46661,--,44569,--,42496,--,40429,--,39390,--,38018,--,35875,--,34864,--,33772,--,31315,--,28862,--,26624,--,24369,--,22383,--,20584,--,18997,--,17218,--,15413,--,13728,--,12446,--,10900,9430,0,--,
固定资产净值(万元),--,30217,--,31356,--,32514,--,26927,--,27954,--,28234,--,28399,--,27193,--,28951,--,29488,--,32401,--,32651,--,33974,--,28593,--,26927,--,24248,--,25899,--,19655,--,21019,--,22578,--,23963,--,20862,--,22194,--,22006,22747,0,--,
固定资产减值准备(万元),--,102,--,80,--,80,--,--,--,80,--,80,--,80,--,80,--,80,--,111,--,111,--,81,--,81,--,81,--,81,--,81,--,81,--,81,--,81,--,81,--,81,--,81,--,81,--,81,81,0,--,
固定资产(万元),--,30115,31096,31276,31953,32434,27850,26847,26533,27874,28199,28154,27224,28319,26557,27113,27946,28871,28645,29377,30467,32290,31780,32570,32673,33892,31170,28512,26165,26846,25355,24167,25053,25817,18828,19573,20068,20938,21711,22497,23289,23882,22037,20781,21409,22113,21463,22006,22665,20889,16723,
在建工程(万元),--,--,3666,3485,3507,4000,5603,5405,5328,4766,839,799,1581,30,638,621,617,278,993,825,805,65,920,955,869,300,3399,3426,3349,2768,2801,2761,2554,1951,6929,6038,5035,4719,3927,2931,2250,1820,957,1731,141,0,63,4,406,0,1,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),6049,6083,1369,1394,1419,1444,1469,1494,1519,1545,1570,1595,1620,1645,1670,1064,1073,1081,1090,1098,1108,1118,1129,1142,1155,1168,1180,1193,1206,1218,1231,1244,1256,1269,1244,1256,1213,1222,1230,1239,1247,1256,1264,1272,1281,1242,0,--,0,0,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),20,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,50,75,100,125,189,0,--,--,83,190,106,105,130,157,252,284,254,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,0,
