报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),3513,2264,7466,4220,2313,1697,3416,1880,1693,1854,5426,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),32988,32944,21498,7779,2677,3654,7000,5159,4254,3340,1520,
应收账款(万元),21178,17017,16669,14848,13000,10802,10330,12438,11171,10493,10122,
预付款项(万元),1310,840,504,185,129,166,228,111,187,613,906,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),296,295,413,427,433,242,165,215,274,1424,10,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6519,4184,4082,6289,3101,2833,3972,2651,3376,3807,3739,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),3500,5000,--,--,10,--,160,--,--,--,--,
流动资产合计(万元),69303,62544,50632,33748,21662,19395,25271,22455,20955,21531,21722,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),144,144,144,144,144,144,144,--,144,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,144,--,144,706,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,70988,--,70615,49040,46975,45979,45260,42380,--,--,
累计折旧(万元),--,29395,--,26631,24782,23020,20390,18721,17335,--,--,
固定资产净值(万元),--,41593,--,43984,24257,23955,25589,26538,25045,--,--,
固定资产减值准备(万元),--,116,--,116,392,483,169,393,393,--,--,
固定资产(万元),40023,41476,42625,43868,23865,23472,25420,26145,24652,21797,22805,
在建工程(万元),2537,1144,541,861,19812,5182,19,460,1245,4358,801,
