报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),24872,41453,84132,24767,13366,11744,10306,10187,13424,15277,11688,10938,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,7,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),645,1055,820,493,614,420,992,1674,2226,2938,271,2099,
应收账款(万元),27598,25996,14614,9900,19116,22377,11182,26926,9235,8776,6549,3705,
预付款项(万元),19596,8418,8765,6715,4257,1749,2996,3747,5240,5626,2425,4173,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2498,1939,1577,1223,1032,1273,1162,2280,1420,605,1106,176,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),19371,19504,22547,19002,11923,13688,18564,14374,29477,16895,13243,20204,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),9,13,4,5,--,10,6,--,--,--,--,--,
其他流动资产(万元),56742,51678,13011,17094,8386,10281,12029,1,5924,1548,--,--,
流动资产合计(万元),151330,150055,145469,79198,58694,61542,57238,59196,66944,51666,35281,41294,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),282,282,282,282,282,282,282,282,282,282,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
