报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),18637,24778,15419,16984,20507,26022,16661,29162,34092,41133,31164,39888,9323,22207,5348,19988,23913,16939,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,0,0,128,525,0,656,--,0,--,--,--,--,--,--,--,--,
应收账款(万元),64869,54859,56261,55433,46528,39170,38720,39198,33641,27543,34871,34625,30072,26349,34336,23423,17105,11561,
预付款项(万元),6006,4922,4630,4558,766,428,2342,1559,560,421,1049,1589,309,1279,660,1384,1825,1189,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
其他应收款(万元),1576,837,1056,1085,983,661,1096,716,554,527,729,681,1135,966,1114,1152,996,827,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9190,10361,16806,11810,8584,5056,5346,3327,5057,1962,16739,4551,9367,6900,17473,13870,30309,9312,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
其他流动资产(万元),1240,7342,605,1155,3717,13076,0,0,--,0,0,0,--,4000,--,--,--,--,
流动资产合计(万元),101518,103098,94778,91025,81213,84938,64165,74619,73904,71586,84553,81334,50207,61701,58931,59817,74148,39828,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),6950,6950,6950,6950,6950,6950,5000,5000,5000,5000,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
长期股权投资(万元),1085,1388,720,750,0,--,1950,1950,1950,1950,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,1116,1151,
固定资产原值(万元),--,14177,--,14396,--,14605,--,8226,--,7764,--,7720,--,7491,7372,7095,5844,5829,
累计折旧(万元),--,3037,--,2934,--,2778,--,2399,--,2183,--,2285,--,2021,1893,1518,1226,1128,
固定资产净值(万元),--,11140,--,11462,--,11828,--,5827,--,5581,--,5435,--,5470,5479,5576,4618,4700,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),10959,11140,11301,11462,11635,11828,11947,5827,5875,5581,5519,5435,5427,5470,5479,5576,4618,4700,
在建工程(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
无形资产(万元),6904,6690,6682,7052,5019,5326,1968,2054,589,641,227,166,170,195,210,84,87,14,
开发支出(万元),1183,1312,1642,966,2276,1368,3890,2455,3126,1428,2249,--,--,--,--,--,--,--,
商誉(万元),91902,91902,93135,93135,58629,58629,24619,0,--,0,--,--,--,--,--,--,--,--,
长期待摊费用(万元),311,342,383,376,409,445,477,453,479,122,147,175,204,233,197,226,216,280,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),949,918,794,673,534,485,325,450,389,363,321,286,321,321,462,207,154,126,
其他非流动资产(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
非流动资产合计(万元),120243,120643,121608,121363,85452,85030,50175,18189,17408,15085,8463,6062,6122,6219,6347,6094,6191,6272,
资产总计(万元),221760,223741,216386,212387,166664,169968,114341,92808,91312,86672,93017,87396,56328,67919,65278,65911,80339,46101,
短期借款(万元),7875,7375,6186,9138,8640,7340,5640,0,--,2000,5000,5000,9000,14670,14059,9500,10000,6700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),168,168,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
应付账款(万元),11071,14052,9427,9287,8233,10093,5229,8789,5908,4090,12553,5074,4688,9260,11015,18634,16628,8620,
预收账款(万元),6777,5962,5961,4240,2306,2954,1630,1206,4060,2852,1343,2140,4235,6282,5723,8284,26750,8237,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2915,3245,3019,3402,3526,3792,2604,2417,2185,747,2057,1867,1677,296,1565,258,334,395,
应交税费(万元),1654,987,803,700,729,1134,1682,2365,984,2263,-751,1156,786,1837,300,294,2889,1832,
应付利息(万元),338,338,200,63,4,1,0,0,--,0,--,--,--,--,--,--,--,--,
应付股利(万元),9,9,9,5,7,7,7,7,--,0,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),7473,7072,8014,7870,15792,15788,3664,3458,44,211,40,418,24,34,25,8,130,1973,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),17848,19254,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
其他流动负债(万元),2321,2144,1549,2339,554,840,0,0,--,0,--,--,--,--,--,--,--,--,
流动负债合计(万元),58448,60606,35169,37043,39791,41949,20455,18242,13181,12163,20242,15655,20411,32378,32687,36978,56730,27758,
长期借款(万元),5281,5281,10079,5379,3253,3253,0,0,--,0,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
长期应付款(万元),48252,48252,51658,51240,20302,20158,0,0,--,0,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,0,0,0,--,18515,0,--,0,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,0,0,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
递延所得税负债(万元),221,236,250,265,206,218,0,0,--,0,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,12300,12300,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
非流动负债合计(万元),53754,53769,74288,69184,23761,23628,18515,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),112202,114374,109457,106228,63552,65577,38970,18242,13181,12163,20242,15655,20411,32378,32687,36978,56730,27758,
实收资本(或股本)(万元),44987,44987,45038,45038,45298,45298,13494,13494,13494,13334,13334,13334,10000,10000,10000,10000,10000,10000,
资本公积(万元),35530,35530,36543,36363,37718,37539,38993,38894,38779,35515,35515,35515,4004,4004,4004,4004,4004,4004,
减:库存股(万元),3291,3291,3676,3676,5820,5820,3335,3335,--,0,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2294,2294,2294,2294,2294,2294,2284,2284,2284,2284,1945,1945,1945,1945,1390,1390,857,404,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),28236,28201,25834,25505,23605,25057,23935,23228,23574,23376,21981,20947,19968,19592,17196,13539,8748,3934,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),107617,107629,105973,105507,103112,104391,75371,74565,78131,74509,72775,71741,35917,35542,32591,28933,23610,18343,
少数股东权益(万元),1942,1738,956,652,0,--,0,0,--,0,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),109559,109367,106929,106160,103112,104391,75371,74565,78131,74509,72775,71741,35917,35542,32591,28933,23610,18343,
负债和所有者权益(或股东权益)总计(万元),221760,223741,216386,212387,166664,169968,114341,92808,91312,86672,93017,87396,56328,67919,65278,65911,80339,46101,		
  
