报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),195551,125487,89459,79425,37642,66873,86838,53643,64033,53549,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),8841,16098,11746,17829,27093,4197,1053,1414,22775,5244,
应收账款(万元),26402,33344,30085,17483,20432,18101,33824,19011,24014,13263,
预付款项(万元),15692,9729,5630,4790,3689,2622,14406,4121,3693,4850,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1256,1526,1097,980,677,636,276,1000,1166,5347,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),76841,63324,75170,71228,51721,69476,56586,53454,53788,41736,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),25688,15555,9691,7984,5363,7054,4408,8749,4545,11611,
流动资产合计(万元),350271,265064,222880,199719,146617,168958,197392,141394,174013,135600,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),321,324,325,327,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,--,612417,584356,--,--,--,--,--,--,
累计折旧(万元),--,--,203154,191132,--,--,--,--,--,--,
固定资产净值(万元),--,--,409263,393224,--,--,--,--,--,--,
固定资产减值准备(万元),--,--,8974,8974,--,--,--,--,--,--,
固定资产(万元),387516,392199,400289,384250,397471,395612,372001,370896,298562,181460,
在建工程(万元),351583,295247,186075,107861,39078,27734,9742,26626,22819,124953,
工程物资(万元),372,425,463,423,373,341,645,534,550,1604,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),45768,45343,45612,45326,46476,45023,32449,33169,18420,18224,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),10,--,--,--,--,--,--,--,--,--,
