报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),114567,134110,106756,65546,54204,44538,45411,50601,66288,81688,52444,60405,63343,71261,83124,94207,42983,58369,68910,100898,35862,26535,27195,25197,22092,21104,16972,20411,20288,23467,18461,18443,19970,25299,21686,27004,27358,22382,21380,27195,28714,50303,40506,58455,32019,42113,41822,53788,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收票据(万元),2300,5300,5300,2300,4400,4400,3000,4500,4500,--,4500,6000,5800,6000,6000,5800,5900,5700,5800,6000,4200,2700,4500,6000,4500,3000,6000,6000,3000,4500,4500,6000,1500,3000,3000,4000,4000,3000,2000,5860,3000,1000,6500,5000,3000,3000,4000,6000,
应收账款(万元),219975,204842,189060,175471,162130,147991,136776,126362,113142,101417,92052,78864,59356,47297,36094,34826,59640,38892,29053,25004,27335,6300,5082,5177,5267,5928,6304,6084,7539,4865,6022,6258,6606,5430,4866,5271,1867,2873,2552,5451,4286,4276,4243,4106,6056,4650,8227,4583,
预付款项(万元),325,371,509,240,272,209,216,201,298,267,287,220,470,289,191,210,796,525,3545,3567,1180,143,173,171,77,41,30,42,61,73,6,6,6,11,5,21,6947,1222,214,172,169,190,187,187,187,329,225,215,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
