报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),15128,11361,14956,14014,11352,7666,13028,6556,15765,4617,5995,27991,11111,4842,6166,7000,23607,18221,18764,20366,12860,11440,14212,31054,27867,23657,25972,42776,45513,57912,62889,63234,72346,80816,97620,119030,17697,7741,2995,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),11,12,12,13,13,17,16,18,19,17,17,17,21,17,23,24,17,11,11,11,11,17200,14000,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),952,378,500,1135,569,30,755,159,153,200,--,63,177,3,--,10,5,473,10,15,5,0,--,120,169,59,59,--,31,155,16,11,720,1688,4500,1476,661,13,54,
应收账款(万元),14197,9927,8550,7017,7949,6944,5638,6502,5685,5150,5397,4484,4208,5489,5455,4780,3603,4244,4006,4149,3841,6262,7189,7226,8441,9806,8824,8247,7513,9960,7829,8483,10677,6651,5146,5577,3125,2640,1381,
预付款项(万元),1959,2901,2807,1500,916,2232,2067,2224,2843,1599,1151,1682,1210,1082,1613,1238,1328,1059,722,832,845,1337,1489,1397,1966,6460,5042,4649,4087,9075,7106,12002,10821,17105,14916,7964,4823,884,362,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),159,--,117,116,84,464,264,301,94,--,--,--,15,--,1,1,18,108,100,66,18,42,75,209,38,112,26,278,80,606,286,83,569,--,0,0,0,0,--,
应收股利(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
其他应收款(万元),--,1742,1390,1317,1378,1364,1180,984,770,685,687,807,815,1052,1294,1428,1345,2681,2655,2199,3801,4319,4751,4420,8315,2486,2285,1404,1587,2475,2489,2773,1414,2900,2166,981,1010,453,667,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),18162,21056,18448,16659,15434,12809,11830,10644,8529,9402,9312,8896,7665,8584,8436,8288,8581,6400,6370,5717,7226,14043,14537,13759,13864,18021,20546,18807,20886,32803,41077,46898,46350,40959,43772,24914,10606,3475,3426,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),31372,34144,27171,28377,36536,36862,31950,37831,27581,33466,31048,9070,26458,29964,28780,27920,10782,11052,10884,9881,15367,3553,3463,3389,3891,76,268,301,442,--,89,--,50,--,0,0,25,0,--,
流动资产合计(万元),83531,81522,73950,70150,74233,68388,66730,65219,61439,55136,53608,53009,51682,51033,51768,50688,49285,44251,43521,43237,43974,58196,59715,61574,64550,60678,63022,76461,80140,112985,121780,133484,142948,150120,168119,159942,37947,15206,8885,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),4885,4885,4872,4542,3142,3332,1332,1332,1094,724,724,724,224,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
长期股权投资(万元),3229,2966,5224,5104,5082,4919,4929,4932,4946,4961,5002,4991,5003,5224,5212,5017,5003,7293,7262,7214,7258,2459,2320,2320,2320,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
固定资产原值(万元),40646,--,40161,--,39731,--,39439,--,39004,--,38815,--,39114,--,40279,--,40157,--,39919,--,39888,--,40363,--,40374,--,37476,--,34314,--,32605,--,28860,--,21985,0,18325,17264,--,
累计折旧(万元),16975,--,16408,--,16049,--,15567,--,14881,--,14553,--,14284,--,14933,--,14256,--,13384,--,12567,--,11438,--,9910,--,8543,--,7139,--,5811,--,4707,--,3924,0,3636,3020,--,
固定资产净值(万元),23671,--,23753,--,23682,--,23873,--,24123,--,24263,--,24830,--,25346,--,25901,--,26535,--,27320,--,28925,--,30464,--,28933,--,27175,--,26794,--,24152,--,18061,0,14689,14244,--,
固定资产减值准备(万元),4702,--,--,--,4714,--,4714,--,4714,--,4723,--,4828,--,4830,--,4830,--,4830,--,4830,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产(万元),18968,19004,19039,18930,18968,19021,19158,19333,19409,19520,19539,19714,20002,20282,20516,20854,21070,21340,21705,22108,22490,28190,28925,29422,30464,28546,28933,26429,27175,26286,26794,23756,24152,18487,18061,15434,14689,14244,13549,
在建工程(万元),--,--,--,--,--,--,--,--,--,2,2,--,--,--,9,8,123,361,440,329,264,302,64,7,7,196,23,13,13,197,80,3293,2532,3247,2463,1538,478,27,101,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1,--,--,0,3,--,--,--,--,0,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
无形资产(万元),4345,4333,4082,4299,4402,4803,5275,5939,5461,5537,5846,6313,6878,7226,7821,8364,8920,6077,4749,5104,5424,5222,7485,7760,7853,8014,8616,9064,7789,10551,11336,10828,9281,7929,5965,6121,5936,4994,4297,
开发支出(万元),294,494,836,666,626,484,425,308,1350,1887,1765,1632,1169,365,277,153,150,3214,4566,4469,4037,3309,2671,2507,2569,2647,2239,2740,3755,6103,5394,4798,5438,5509,4230,2840,1948,1354,853,
商誉(万元),232,232,232,232,232,430,430,430,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0,0,0,--,
长期待摊费用(万元),248,211,82,130,105,130,131,147,154,145,174,134,109,134,164,166,244,313,360,374,427,546,621,667,708,601,557,577,537,205,207,242,258,67,92,137,117,10,28,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),210,51,51,51,51,21,21,21,21,--,--,--,--,628,628,628,628,628,628,628,628,577,457,572,628,2985,3226,3468,3507,1218,1664,846,1406,596,574,394,343,278,183,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,72,4,80,4,4,3,4,4,--,--,--,0,0,--,--,0,1,--,--,--,--,0,0,0,0,--,
非流动资产合计(万元),32411,32175,34418,33954,32609,33140,31700,32441,32434,32776,33053,33507,33386,33932,34632,35269,36142,39231,39713,40231,40532,40604,42544,43256,44548,42990,43593,42291,42775,44563,45475,43763,43067,35834,31384,26466,23511,20907,19013,
资产总计(万元),115942,113697,108368,104104,106841,101528,98430,97661,93873,87912,86661,86516,85068,84964,86399,85958,85428,83483,83234,83467,84506,98800,102259,104830,109099,103668,106615,118752,122915,157548,167255,177247,186015,185954,199504,186408,61458,36114,27898,
短期借款(万元),1900,1600,1180,500,500,500,200,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,12000,12000,18000,20000,17000,17000,700,700,10680,15180,9180,3539,
