报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),17054,16851,13596,23754,12451,14202,10695,19654,11552,16581,17962,15214,15078,14954,7837,13376,10849,15460,18522,15853,9737,12174,9885,13940,21242,31772,37900,45783,52100,57226,72978,6820,4324,6061,6194,8556,1555,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,30,30,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),1826,1301,5104,6787,5399,5052,3886,4951,3666,2913,2156,2066,2841,2954,4494,6326,1914,6556,3871,5557,2180,2710,1164,1762,859,1312,1463,1762,359,2432,1037,809,216,195,1566,747,330,
应收账款(万元),44416,39702,41134,40527,45232,42929,40192,41187,39131,34184,27505,26646,31177,36525,32900,30807,42983,29303,27782,30929,32583,30462,25466,22953,23045,20617,19025,15029,15643,12936,11039,8969,9673,9618,6897,3622,4065,
预付款项(万元),7794,7412,10895,5282,6428,6134,5849,3201,5817,4733,4364,2662,4670,4547,3653,2036,6024,3078,3149,1501,2016,1781,10240,766,2790,7711,1860,4450,2686,2419,2529,1639,1780,1462,776,700,578,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,--,72,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),1435,1456,1686,1209,1625,1625,2877,1861,4367,1019,1628,836,1086,574,676,641,1257,1056,3041,272,867,827,298,359,1024,597,1488,434,1133,565,436,496,671,499,430,267,237,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),38186,37477,39729,35701,36020,34053,33073,30490,31610,31150,31221,29605,30860,32784,30646,28939,30648,31158,32533,31788,35193,37100,37078,33363,32692,31861,28104,23139,19163,13247,9914,8356,7474,6215,4635,2754,3382,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,3,--,1,1,74,74,1,2,3,4,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),1105,1430,892,518,4093,646,619,1207,1759,1327,1655,3250,485,589,576,788,525,1412,1651,2158,2363,2930,2104,3793,--,--,--,--,--,--,--,--,0,0,0,0,0,
