报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),219742,191593,183521,202222,250592,172256,178426,207228,146845,192569,210970,188154,152159,162423,125179,154149,106792,99114,114272,119515,119567,113211,174693,213773,155131,174605,183071,209349,169184,211495,310546,332292,339997,344578,288925,358601,211967,231226,244042,224849,262473,108867,111469,124593,70334,57511,109759,63363,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,--,--,0,0,
交易性金融资产(万元),2395,2089,2040,2633,2301,2692,3851,3935,4442,4189,3382,4743,3967,4957,4000,3481,3948,3664,3607,3314,2809,2433,1864,1266,1044,963,1106,770,775,1146,943,993,897,906,1092,514,419,371,299,168,155,340,422,547,13547,483,10240,411,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,12250,12250,--,--,0,--,--,--,0,--,0,--,0,--,--,2944,490,--,--,0,0,0,0,0,--,--,0,--,0,--,0,14,91,148,
应收账款(万元),31375,30057,30300,25321,29178,27727,27966,28272,42696,35945,52129,51520,96817,86079,109123,110092,141177,144909,151070,146206,118550,119705,133519,124862,83125,97459,138307,141445,105845,103110,109192,103520,116503,121599,113416,105004,86057,66549,45156,31541,36853,46466,27573,28560,24692,21189,20742,19587,
预付款项(万元),1111,735,959,775,1652,1174,1332,1155,3370,1884,2526,2981,6483,5650,6811,3913,3258,1751,1532,1228,4366,3325,1874,1163,2451,740,6103,11858,14786,7914,14264,4984,1760,543,29384,32896,3871,1179,1149,1014,1932,1740,436,457,818,770,1658,2418,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,--,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,663,0,--,0,--,0,--,0,0,
应收股利(万元),968,968,979,1149,749,3802,749,749,749,749,749,749,926,749,752,752,752,20651,752,752,645,2010,645,645,644,644,644,680,319,503,--,--,--,464,1297,1411,0,280,--,84,0,--,0,--,--,--,0,0,
其他应收款(万元),--,19087,22194,7534,6757,7579,7328,7804,21811,10197,14239,43234,12203,12446,11398,11342,11565,9879,10608,9837,9695,7854,7292,7134,7207,1897,2650,2464,2803,2011,2044,2974,15941,7470,2530,3586,4319,22155,14682,4824,4745,4533,4780,2508,5084,2372,5071,4703,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,--,--,0,0,
存货(万元),474870,480793,507313,511188,536492,531494,527807,522049,533888,498136,492014,489191,554885,552744,546695,515101,527989,540751,546232,552884,637171,635173,644473,613480,571578,566881,570684,551069,515247,495357,454816,441342,452321,419652,354624,323136,293890,286403,257534,232346,200166,194165,194286,183461,194209,187414,171220,154396,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,0,0,0,0,
其他流动资产(万元),101084,103251,51700,58583,35116,55543,74429,60354,27000,5000,58096,85633,--,--,--,--,10,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,--,0,0,0,
流动资产合计(万元),850008,828574,799005,812332,862836,802267,821888,831545,780801,748669,834106,866205,827439,825049,816208,811078,795491,820719,828072,833737,892803,883710,964359,962323,821179,843189,902566,917636,808960,824480,892294,886105,927418,895213,791268,825150,600523,608163,562862,495490,506324,356110,338968,340126,308684,269754,318782,245025,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,--,--,0,--,0,--,0,--,0,0,
