报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),18191,6767,7020,14353,23351,45220,41856,41529,44476,51913,49898,73014,73815,73332,27565,29266,28165,30018,16184,17874,15856,16457,19000,18135,21229,26329,32547,4109,2603,6779,1874,926,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5220,4784,3147,2454,2992,3924,3570,1564,4096,5150,6096,4147,5551,6561,4048,2791,4698,6172,4699,2153,2923,1681,2509,951,1166,194,1759,419,333,237,570,1,
应收账款(万元),14039,13771,10129,9231,7970,7101,5136,8012,6747,6243,5602,10867,10078,8638,10069,10682,10173,10944,13164,13389,13480,13223,9369,12121,13107,10323,6952,6311,6974,6209,8817,7411,
预付款项(万元),3739,971,1961,2368,2068,3023,2147,889,1390,1854,723,2565,1984,1441,1228,6103,5462,5392,5259,377,402,494,425,424,651,548,95,690,960,509,685,74,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),522,533,463,507,229,339,226,313,204,291,238,271,235,156,199,316,362,496,296,5226,603,400,443,569,365,722,611,291,724,384,777,134,
