报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,500,500,500,500,480,--,--,--,--,--,--,--,--,--,500,500,500,500,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),5605,6580,14276,--,117640,--,77961,--,32,1184,1350,1200,--,--,7,--,--,--,--,18,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动资产合计(万元),881104,898686,813514,936734,1017771,936089,776288,769093,643316,762026,790726,760741,554945,505562,486787,397795,335720,364031,290654,277305,160720,142089,164094,128691,112657,100344,99497,91706,81879,78467,81556,80461,77920,79509,21343,14011,15254,16305,11458,6635,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),97498,110573,132825,168234,170324,181530,168409,178371,175867,148399,143989,152508,139648,104992,97022,18147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),756,751,686,341,--,--,--,500,500,500,500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),62959,62298,70611,43411,43588,53964,50823,46502,46226,52810,52403,39632,48814,69351,155263,81253,72860,105172,104611,46702,30094,28880,10484,10477,9772,10211,8981,8423,2659,5073,1363,3,0,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),26399,--,26505,--,23513,--,23815,--,22658,--,19773,--,27490,--,7942,--,13255,--,10669,--,12837,--,12800,--,14012,--,11297,--,11099,--,10469,--,9478,--,6960,0,6804,6718,0,0,
累计折旧(万元),14613,--,13982,--,10727,--,10088,--,8596,--,6894,--,17832,--,3717,--,6819,--,5060,--,3180,--,2710,--,2586,--,1802,--,1383,--,1050,--,593,--,432,0,304,205,0,0,
固定资产净值(万元),11786,--,12523,--,12786,--,13727,--,14062,--,12879,--,9658,--,4225,--,6435,--,5609,--,9657,--,10090,--,11426,--,9495,--,9716,--,9419,--,8885,--,6528,0,6501,6513,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产(万元),11786,11863,12523,12545,12786,13292,13727,13513,14062,13413,12879,11738,9658,9263,4225,6155,6435,6283,5609,5754,9657,9965,10090,9988,11426,9685,9495,9637,9716,9337,9419,8790,8885,6649,6528,6550,6501,6513,118,126,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,17,55,25,5,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),143940,145926,153184,150295,151742,154313,155076,155497,157974,159376,156893,216881,216710,175264,170638,958,1171,1410,1389,1593,1835,1804,2008,2184,2012,1158,1237,416,202,227,231,53,40,40,45,40,44,25,0,0,
开发支出(万元),1981,962,--,2990,3198,2114,566,4714,3241,2074,3581,2457,643,261,190,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
商誉(万元),459599,455026,464055,473627,467237,468436,468534,468215,468742,464795,460261,508825,306444,337734,209575,321971,322962,304552,254021,213971,68753,66039,66039,65172,65536,28149,28149,14118,13099,1876,1876,1876,1876,1876,1876,1876,1876,1876,0,0,
长期待摊费用(万元),7414,7185,7594,8992,9416,9377,10579,10760,10996,10880,11951,12085,12449,12929,12628,14882,15257,15370,15868,16148,12044,3127,3380,3385,3213,2962,2925,511,374,178,156,821,854,618,611,510,519,480,63,70,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延所得税资产(万元),22212,17697,17202,14081,10789,9231,8436,3169,6121,2841,2258,1812,2028,4403,689,333,646,594,768,1682,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动资产(万元),3565,1063,988,480,480,480,480,1000,1480,1519,1480,320,--,--,--,--,--,--,--,450,450,450,450,450,450,450,450,450,450,450,450,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),811712,813344,859667,874996,869560,892737,876630,882241,885208,856607,846196,946258,736395,714197,650230,443714,419348,433437,382292,286303,122833,110265,92451,91657,92409,52615,51237,33555,26500,17141,13495,11542,11656,9183,9060,8976,8939,8894,182,195,
资产总计(万元),1692816,1712030,1673182,1811730,1887330,1828826,1652917,1651334,1528524,1618634,1636921,1707000,1291340,1219759,1137017,841509,755069,797468,672946,563608,283553,252354,256545,220348,205066,152958,150734,125261,108379,95607,95050,92003,89576,88691,30403,22987,24194,25199,11640,6830,
短期借款(万元),175274,163666,159194,155837,108436,106358,121200,132292,85823,173152,84632,144772,153309,150267,139163,44202,22224,33950,10000,32315,26410,12959,15000,15000,10000,2041,--,--,--,--,--,--,0,--,4000,0,3000,3000,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,10000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付账款(万元),359626,386697,366525,346623,335187,298434,318037,283471,237301,218094,235623,226123,163535,151378,107875,105268,86437,81468,84678,68323,52718,38931,40395,38735,34251,24100,22727,17974,7272,414,1380,272,314,284,1056,510,367,252,188,184,
预收账款(万元),63010,52395,35592,51678,56331,53250,31006,26016,27253,40347,27683,39720,31799,28587,16961,23189,19118,21730,16225,18938,4171,3697,3834,3838,2309,2050,1285,4768,3575,3312,2476,2557,2724,1895,1192,1018,1101,1424,588,110,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),17972,15223,16121,12548,15606,16242,18618,13206,14952,14592,19739,14855,14317,11372,8394,6509,7365,7279,5838,4431,4566,2891,4414,2978,1892,2328,1661,1826,1233,777,1059,811,617,840,1700,421,474,1141,1063,639,
应交税费(万元),20485,21738,24537,20028,18663,20564,23680,16770,16456,25470,29777,18828,15613,12834,23770,12616,12089,10455,13537,10441,6900,5624,7856,7308,4479,2886,6100,2069,1824,778,1177,1030,1045,894,763,401,516,706,131,215,
应付利息(万元),4302,4026,3349,6280,11670,10402,7733,7324,9094,8569,6197,8795,4684,2958,1404,1606,1415,817,328,1542,1102,697,305,28,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付股利(万元),1306,1306,1306,2268,2241,431,431,--,--,--,--,--,--,--,--,--,490,10266,196,--,--,500,1072,1472,1472,--,--,41,--,--,--,--,0,--,0,0,0,1044,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),96051,101283,99702,71749,55487,42415,40398,44155,48658,99334,194075,166924,30620,52669,56231,32178,27428,42390,23200,3308,1351,11179,13333,10511,20121,9174,12288,109,1613,10,499,420,59,93,189,79,82,149,495,102,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),24604,16579,18501,--,52255,107902,109336,101957,52059,--,60152,19990,19962,19933,19905,--,--,--,--,--,1500,1000,1000,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),29992,49996,49973,49993,124962,74921,74921,74879,74978,74990,74903,149856,74954,74916,74879,--,--,--,--,28,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),792621,812909,774799,717004,780838,730918,745361,710070,576572,654548,732780,789864,508792,504914,448582,225569,176566,208355,154003,139327,98719,77478,87208,79871,74525,42578,44061,26788,15517,5290,6592,5090,4758,4006,8900,2430,5540,7718,2464,1250,
长期借款(万元),--,--,--,18463,18569,22032,13854,29689,30303,28021,23630,143063,142157,142935,114830,57780,55183,56270,36583,36895,3438,4438,4438,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付债券(万元),215541,214422,213304,272103,270891,269788,268467,267235,276100,324685,283726,--,--,--,--,19878,19854,19830,19806,19783,19761,19739,19717,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),11489,19744,15276,15674,8000,--,67,19506,21421,23954,21436,161595,71176,82875,81420,96860,92164,93091,76189,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),230,244,259,273,282,282,282,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,
递延所得税负债(万元),31056,31275,32991,35069,35490,33701,35030,28368,33896,28993,29842,43615,43458,31107,28140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动负债(万元),1976,1980,2063,--,2191,--,2325,2042,2062,74,1225,99487,49718,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动负债合计(万元),260292,267665,263891,341581,335423,325803,320025,346840,363781,405727,359858,447760,306508,256916,224391,174518,167202,169191,132578,56678,23198,24176,24154,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,
负债合计(万元),1052914,1080574,1038690,1058586,1116261,1056721,1065386,1056910,940353,1060275,1092639,1237624,815300,761830,672973,400086,343768,377546,286581,196005,121917,101654,111362,79871,74525,42578,44061,26788,15517,5290,6592,5090,4758,4006,8900,2430,5540,7718,2464,1250,
实收资本(或股本)(万元),218209,218209,218209,221302,214221,214221,199888,193117,193117,193117,193117,193117,192887,96478,96478,96478,94811,47405,46431,46431,40273,39672,39672,39672,39672,18000,18000,18000,12000,12000,12000,12000,12000,8000,6000,6000,6000,5870,150,150,
资本公积(万元),264472,266161,271529,372545,354621,359761,200641,147289,146357,140038,138361,110897,112567,212706,212301,217578,209524,279358,250603,250502,64347,58047,57785,57813,57530,59860,59529,59435,65113,64755,64755,64360,64545,68545,8462,8431,8431,8171,1476,1476,
减:库存股(万元),34202,34202,34202,56590,22388,22388,22388,22608,22608,22608,22608,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),13107,13107,13107,13107,13107,13107,13107,13013,13013,13013,13013,6536,6536,6536,6536,4333,4333,4333,4333,1993,1993,1993,1993,1525,1525,1525,1525,992,992,992,992,655,655,655,655,416,416,416,75,36,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),211180,195004,179688,185721,187854,179474,171400,155613,152260,128031,117196,140460,129317,125023,135168,117123,96523,78775,75838,60748,48028,43621,38240,35230,26036,22522,18743,16700,12552,11423,9568,9404,7079,6985,5867,5307,3429,2729,5395,2617,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-667,103,-64,-415,-353,-319,-214,-183,-113,-139,-171,-170,-135,-1,-1,-0,-0,-0,-0,-0,-0,0,0,0,0,
归属于母公司股东权益合计(万元),618208,610016,617003,709164,727671,724858,542218,465748,461556,435784,421578,434135,441837,434989,447361,434845,405294,409807,376791,359322,154322,143119,137507,134127,124625,101735,97627,94993,90656,89169,87315,86419,84279,84186,20985,20154,18277,17186,7095,4279,
少数股东权益(万元),21694,21440,17489,43980,43398,47247,45313,128677,126614,122574,122704,35241,34203,22940,16684,6577,6007,10114,9574,8281,7313,7581,7675,6350,5916,8645,9046,3480,2206,1148,1143,493,538,499,518,403,377,295,2080,1301,
所有者权益(或股东权益)合计(万元),639902,631456,634492,753144,771069,772106,587532,594425,588171,558359,544282,469376,476040,457928,464044,441423,411301,419922,386365,367603,161635,150700,145182,140477,130541,110380,106673,98473,92862,90317,88458,86913,84817,84685,21503,20557,18654,17481,9175,5580,
负债和所有者权益(或股东权益)总计(万元),1692816,1712030,1673182,1811730,1887330,1828826,1652917,1651334,1528524,1618634,1636921,1707000,1291340,1219759,1137017,841509,755069,797468,672946,563608,283553,252354,256545,220348,205066,152958,150734,125261,108379,95607,95050,92003,89576,88691,30403,22987,24194,25199,11640,6830,		
  
