报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),8051,16946,11711,5264,7928,6397,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),213,213,4399,482,60,586,
应收账款(万元),29765,27592,23232,20423,15088,6464,
预付款项(万元),744,777,1811,240,334,133,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1020,629,667,506,565,217,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),14579,13542,12540,7492,7534,9127,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),4,16,19,146,145,121,
流动资产合计(万元),54376,59714,54379,34552,31654,23044,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),570,570,380,300,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),746,746,776,703,115,120,
固定资产原值(万元),--,28016,28748,28773,29365,--,
累计折旧(万元),--,5963,5636,4470,3310,--,
固定资产净值(万元),--,22053,23112,24303,26054,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),21857,22053,23112,24303,26054,27123,
在建工程(万元),--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),1362,1416,1519,1639,1650,1754,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),28,44,77,143,210,276,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),482,482,416,252,165,74,
其他非流动资产(万元),--,--,--,--,--,--,
非流动资产合计(万元),25044,25310,26279,27341,28194,29347,
资产总计(万元),79420,85024,80658,61893,59848,52392,
短期借款(万元),13317,17155,15720,16855,12666,11649,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),8393,8880,8961,823,198,--,
应付账款(万元),6581,9429,9614,6086,6519,5959,
预收账款(万元),1221,1507,1797,746,3896,3708,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),376,--,--,--,--,--,
应付职工薪酬(万元),--,733,357,657,1068,1117,
应交税费(万元),1242,995,1653,1186,2130,1438,
应付利息(万元),25,25,26,25,85,77,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),591,632,596,911,2911,5835,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,4748,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),31746,39356,38724,27289,34222,29784,
长期借款(万元),--,--,--,--,--,4397,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,4397,
负债合计(万元),31746,39356,38724,27289,34222,34181,
实收资本(或股本)(万元),10506,10506,10506,10506,5848,5848,
资本公积(万元),16785,16785,16785,16785,4362,3241,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1229,1229,1229,564,3297,2807,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),19154,17148,13414,6749,12120,6314,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),47674,45668,41934,34604,25626,18210,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),47674,45668,41934,34604,25626,18210,
负债和所有者权益(或股东权益)总计(万元),79420,85024,80658,61893,59848,52392,		
  
