报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),15179,17079,17533,19086,18287,6337,3352,7717,3048,3463,4648,3737,2504,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),5,14,--,36,4,--,--,--,--,--,--,--,67,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),496,616,58,318,688,1208,1179,590,1222,771,235,53,--,
应收账款(万元),18605,16276,14171,13906,10754,10181,12448,11912,12434,10968,6152,5273,4880,
预付款项(万元),1601,2117,7401,1254,1261,1077,1252,1194,1327,1135,721,546,895,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),11,17,--,26,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),859,681,640,559,535,527,434,368,213,315,265,248,1237,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),16545,16407,15595,14384,15542,14672,13499,12133,9657,7843,6957,4008,2208,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),14324,3386,8326,12867,10548,642,774,765,755,700,606,343,100,
流动资产合计(万元),67625,56593,63725,62436,57619,34644,32937,34680,28657,25194,19585,14208,11891,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1650,11337,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,1708,--,1472,--,--,1470,1410,--,1354,895,760,494,
累计折旧(万元),--,978,--,862,--,--,848,794,--,563,367,223,110,
固定资产净值(万元),--,730,--,610,--,--,622,617,--,791,528,536,384,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1013,730,724,610,587,591,622,617,700,791,528,536,384,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),178,71,78,83,74,79,66,71,40,44,13,17,21,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),8942,0,0,0,0,0,0,0,0,0,--,--,--,
长期待摊费用(万元),418,341,398,451,456,484,564,637,572,587,300,235,54,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),732,695,695,634,602,516,465,495,472,389,440,262,62,
其他非流动资产(万元),1,59,30,194,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),12934,13234,1925,1974,1719,1670,1717,1820,1783,1811,1280,1051,520,
资产总计(万元),80559,69827,65650,64409,59338,36314,34654,36500,30440,27005,20865,15259,12411,
短期借款(万元),5593,250,1250,1250,1250,1000,1110,2655,2020,2425,500,410,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1438,1155,1272,591,229,559,366,190,411,175,255,238,--,
应付账款(万元),3764,3234,2612,2996,2022,2727,2708,3579,2283,2149,1220,807,1204,
预收账款(万元),726,916,1130,1229,981,992,800,1201,749,308,256,295,280,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),484,448,322,712,465,404,252,636,245,303,309,227,275,
应交税费(万元),523,469,396,357,199,143,302,509,570,65,223,220,327,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,34,--,--,2680,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),5785,4945,184,210,213,280,225,200,196,130,100,42,218,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),18313,11417,7166,7345,5359,6105,5763,8969,6473,5590,2863,2239,4985,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),675,820,955,1039,980,1077,811,946,1065,773,1043,--,--,
递延所得税负债(万元),18,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,685,--,
非流动负债合计(万元),693,820,955,1039,980,1077,811,946,1065,773,1043,685,0,
负债合计(万元),19005,12237,8121,8383,6339,7182,6575,9915,7538,6363,3906,2925,4985,
实收资本(或股本)(万元),28000,28000,8000,8000,8000,6000,6000,6000,6000,6000,6000,6000,1111,
资本公积(万元),2744,2744,22744,22744,22744,2062,2062,2062,2062,2062,2062,2062,1316,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1069,1069,1069,1069,956,956,956,956,14059,779,478,213,839,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),27088,25785,25720,24220,21307,20121,19068,17576,2,11804,8382,4060,4161,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,-1,-1,
归属于母公司股东权益合计(万元),58893,57590,57529,56026,52999,29132,28079,26584,22902,20642,16919,12334,7426,
少数股东权益(万元),2660,--,--,--,--,--,--,--,--,--,40,--,--,
所有者权益(或股东权益)合计(万元),61553,57590,57529,56026,52999,29132,28079,26584,22902,20642,16959,12334,7426,
负债和所有者权益(或股东权益)总计(万元),80559,69827,65650,64409,59338,36314,34654,36500,30440,27005,20865,15259,12411,		
  
