报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),58520,46925,37779,34380,43587,85538,84427,83229,85911,25008,17401,29044,23019,20875,42692,28181,25993,30801,53112,67155,59482,61477,53271,41323,42031,23567,32119,48871,34495,33661,31624,21668,20798,12980,16876,22950,24779,19377,9770,7059,6122,8909,15393,17744,16427,10448,12951,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,3347,2841,--,500,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,--,
应收票据(万元),11216,11478,8712,1273,427,451,305,258,6876,7077,911,1936,1421,1844,6500,6418,2885,2434,7130,7305,8517,14628,6686,5364,8631,6556,8518,8787,14842,11833,6972,8201,4019,6756,4279,8670,10506,3441,3476,8314,7159,8138,10212,16532,13786,13168,12958,
应收账款(万元),22840,14299,13479,15249,13522,14555,11881,13544,8566,9153,9153,9613,9340,10163,9346,9503,8552,8357,9784,16290,10200,12087,10110,10652,8564,12162,10830,18741,25975,14282,9051,12318,11676,12439,9987,6936,6831,7922,6016,6433,7689,5250,4243,4664,4724,2482,3509,
预付款项(万元),17956,9820,11501,30040,29520,27691,23719,37865,26009,19256,18730,16856,16367,18881,15206,8779,9787,15712,3525,37519,26019,29416,24895,21041,17166,15365,8880,10731,10453,12499,11783,11057,9029,9830,7111,10159,5961,7745,7615,10231,5598,7965,13803,9256,8774,8033,8706,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,--,
