报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),23531,39635,26755,29504,45307,60518,52526,55857,136636,13791,28992,20523,28371,32264,50482,36226,25662,23748,31745,33892,30431,31100,23404,40603,37394,40101,69123,14374,13530,20417,11124,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),924,513,110,--,--,--,--,--,209,272,38,38,--,433,--,--,--,163,--,--,--,--,--,0,--,266,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),34677,45250,31826,27026,21776,8744,14169,20405,16809,15891,17924,20436,14470,20724,18855,35938,18381,25777,24746,31023,20740,21906,21251,28138,11161,19077,8497,12687,3435,2135,2263,
应收账款(万元),175198,148469,136459,104501,76357,43390,37689,35479,35854,30728,57637,57527,62693,52712,65428,58368,62711,51631,57285,55275,63259,54833,51892,41867,53003,45296,43669,47407,46347,42584,16167,
预付款项(万元),18933,14136,19932,7302,2294,18830,1638,3217,2309,861,2686,3946,1875,921,3860,1407,1398,838,2916,7372,2562,3537,2800,2632,1109,195,2938,989,1919,666,1196,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他应收款(万元),2248,1824,4849,13701,1552,176,256,214,259,259,481,299,558,263,5753,427,846,1004,1017,1037,993,491,322,517,84,61,672,208,527,203,37,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),54392,55041,35656,34453,32701,19949,17683,17117,17284,14441,14903,20426,15988,22800,24575,24504,26386,34765,33164,33324,32733,25315,25060,23871,28583,22633,26922,25144,23350,17908,9169,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),44030,34727,37092,31015,29310,15276,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5669,6560,12131,23691,2469,1358,337,483,937,928,9637,67,--,2100,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
流动资产合计(万元),359603,346155,304811,271193,211767,168242,124299,132771,210297,77171,132300,123262,123955,132218,168953,156871,135384,137926,150873,161923,150718,137182,124729,137628,131333,127629,151820,100809,89107,83913,39956,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),53960,53960,53960,53960,53960,51960,48960,46960,18960,18960,18960,18960,8960,8960,8960,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期应收款(万元),28467,38409,33456,32816,30649,6325,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期股权投资(万元),45832,42032,41542,41433,41066,41910,42944,42777,42781,12632,22790,23951,16353,17721,20000,18960,8960,8960,8960,8960,8960,--,--,0,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
