报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),7898,13311,8385,13113,11736,9924,15669,12036,23891,25690,21760,23574,18648,18859,21735,27875,23455,21192,26937,30017,22703,28753,31754,43293,45949,56087,55906,57820,5097,3896,7463,5798,5233,751,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),23585,27838,18273,19275,14819,24788,15940,20611,7825,12283,18149,16566,14329,14752,12818,13279,9774,13392,9891,8318,7748,11499,10037,7580,9279,9032,8241,4691,4612,4890,3271,2221,1064,1793,
应收账款(万元),22616,33591,36535,33645,29854,27359,29611,28646,29473,24203,29844,29732,27459,24963,24549,21375,19969,17462,16940,18810,18924,14553,18553,16526,16090,12172,13207,13083,8793,6170,5104,4262,4259,3669,
预付款项(万元),4208,4079,7825,3977,4273,3450,4179,2798,3392,1672,2857,3848,2899,3082,7147,6879,7736,8486,17395,16270,19966,18075,22977,17651,17658,14829,8652,6416,6227,3499,3073,2068,5146,2196,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
