报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6542,13318,8361,9838,8080,11839,8985,9260,11066,14647,4980,8772,2891,8084,12996,12100,17038,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,72,13,54,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1013,686,315,586,135,591,20,270,13,59,121,202,479,213,15,175,156,
应收账款(万元),51254,55123,50691,49277,50857,51895,45387,48615,41805,43152,44398,38683,37385,36996,36559,32952,26586,
预付款项(万元),11349,9688,11568,9951,10901,9060,10419,10884,9795,8127,6766,6530,5927,5204,4235,3904,4202,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2288,2504,1803,1832,1549,1628,2066,2312,1601,1765,1415,2075,4420,2002,2359,1551,2340,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),18597,16829,24443,26005,21090,20944,22735,18609,18208,17282,18191,16951,16833,16023,15686,16914,17920,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,--,--,
其他流动资产(万元),345,449,216,454,153,111,195,190,70,103,--,255,65,379,13,18,47,
流动资产合计(万元),91389,98597,97398,97943,92766,96069,89808,90141,82557,85135,75871,73468,67999,68901,71942,67626,68343,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),78,78,278,278,78,78,78,78,78,78,78,78,78,78,278,278,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),13420,13435,13138,13050,11552,11342,11421,11300,10855,10805,10855,10718,10562,10502,8659,8032,4958,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,15775,--,16203,--,15775,--,15692,--,15951,15899,15891,15849,15837,13851,13170,--,
累计折旧(万元),--,6823,--,7686,--,7379,--,7276,--,7485,7292,7171,7016,6822,6417,5815,--,
固定资产净值(万元),--,8952,--,8517,--,8396,--,8416,--,8466,8607,8719,8833,9016,7435,7355,--,
固定资产减值准备(万元),--,31,--,31,--,31,--,31,--,31,31,31,31,31,31,9,--,
固定资产(万元),8784,8921,8850,8486,8536,8365,8474,8385,8493,8435,8576,8689,8803,8985,7404,7346,7840,
在建工程(万元),101,55,1,178,1,5,90,259,128,75,69,70,69,58,435,28,36,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2518,2535,2607,2626,2645,2664,2652,2679,2706,2732,2772,2792,2824,2855,2958,3093,3202,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1294,1337,1197,1222,963,1031,934,905,876,885,917,1001,1053,999,669,533,258,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2331,2485,1926,1932,1888,1984,1541,1518,1259,1361,1377,1268,1056,1082,903,784,629,
