报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),61330,47079,47662,31955,34240,23221,25118,27964,25695,25293,17088,18209,14611,5550,5267,8046,13876,13182,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),20166,17457,17829,19333,23317,21198,19894,15867,12275,10309,9246,7109,9120,6362,5850,6885,1334,1646,
应收账款(万元),44664,51561,37188,44289,34906,47594,25927,29409,24760,29470,21618,22083,25105,25845,20277,17330,11831,10559,
预付款项(万元),2931,502,855,589,945,471,886,563,894,675,895,726,1300,939,712,2394,1023,1799,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,30,29,37,47,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1204,219,493,425,554,771,822,699,267,225,270,377,778,738,769,162,151,1739,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),38584,37353,33361,29671,33912,31482,26992,22118,24493,20418,19968,17687,17294,18028,18463,14360,9907,9272,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1054,1469,640,1490,7750,10930,10222,9478,17765,15242,22534,19813,25005,22,164,--,--,--,
流动资产合计(万元),169932,155640,138028,127753,135655,135696,109897,106146,106150,101631,91620,86005,93213,57486,51501,49178,38121,38196,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,4000,4000,150,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),127,593,2428,2365,141,145,149,352,200,--,--,--,--,--,--,115,117,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,2196,3351,2251,2278,2302,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,58636,--,56511,--,54433,--,52625,--,50703,--,47758,--,43036,40253,14051,--,--,
累计折旧(万元),--,14731,--,12696,--,10799,--,9410,--,7792,--,6293,--,4998,4465,3189,--,--,
固定资产净值(万元),--,43905,--,43815,--,43634,--,43215,--,42911,--,41466,--,38039,35788,10862,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),46067,43905,42638,43815,43723,43634,43326,43215,42464,42911,42191,41466,38000,38039,35788,10862,10252,8484,
在建工程(万元),6820,5026,3612,1632,1489,1212,1658,1117,853,711,962,1653,4245,3646,2956,16089,2320,161,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9065,9317,8910,8974,9026,7210,7646,7680,7733,7728,7537,7494,6196,6178,6225,6125,5616,1617,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),1,1,1,1,1,1,1,1,1,1,1,1,1,1,--,--,--,--,
长期待摊费用(万元),688,971,688,980,1056,1097,1143,1125,1166,1217,1232,299,282,287,293,293,310,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),453,799,612,753,720,853,533,480,587,543,397,416,433,442,475,495,403,200,
其他非流动资产(万元),1013,734,1474,1306,1064,1202,2111,1145,1704,1011,1573,1882,1518,826,465,--,--,--,
非流动资产合计(万元),64233,63542,63715,62077,59499,57657,60567,59115,54859,54122,53892,53212,50674,49419,46203,33980,19019,10461,
资产总计(万元),234165,219182,201743,189829,195154,193353,170464,165260,161009,155753,145513,139216,143887,106904,97704,83157,57140,48657,
短期借款(万元),7735,3901,1173,--,--,--,--,--,--,--,--,--,--,9500,6500,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1894,1300,1336,1399,834,557,7,23,26,19,198,299,166,151,102,771,281,151,
应付账款(万元),28104,30811,27236,24202,25669,31178,18847,16374,17470,17583,13624,11089,12189,14259,15361,10428,5675,5337,
预收账款(万元),60,299,51,129,375,94,48,77,51,30,4,--,--,--,47,32,--,59,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3442,3840,3082,2637,2926,3516,2529,1515,2027,2768,1187,1241,1730,2174,1030,1647,846,676,
应交税费(万元),1996,2609,1871,2963,2794,3245,1851,1935,1922,1407,1117,1403,1222,1740,1156,1469,280,458,
应付利息(万元),2,3,1,--,--,--,--,--,--,--,--,--,--,16,10,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,5460,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),5280,89,216,193,249,300,269,262,171,212,155,234,531,171,32,27,87,95,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,508,614,--,--,
流动负债合计(万元),48512,42851,34966,31522,32846,38891,23552,25646,21667,22019,16284,14266,15838,28011,24747,14988,7169,6776,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),616,308,309,--,--,--,--,--,--,87,174,262,350,428,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),616,308,309,0,0,0,0,0,0,87,174,262,350,428,0,0,0,0,
负债合计(万元),49128,43159,35275,31522,32846,38891,23552,25646,21667,22106,16459,14528,16187,28439,24747,14988,7169,6776,
实收资本(或股本)(万元),63772,63000,63000,63000,42000,42000,42000,42000,42000,42000,42000,42000,42000,36000,36000,18000,18000,18000,
资本公积(万元),23941,19592,19592,19592,40592,40592,40595,40595,40595,40595,40595,40595,40595,2668,2668,20668,20668,20668,
减:库存股(万元),4716,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),12683,12683,9689,9689,9689,9689,7176,7176,7176,7176,5413,5413,5413,5413,3555,3555,1780,323,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),84709,76874,72380,64544,68019,60664,55913,49641,49610,43666,40709,36479,39318,34092,30537,25866,9242,2826,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),180665,172310,164916,157039,160306,152849,145578,139320,139296,133359,128727,124414,127245,78128,72731,68089,49690,41818,
少数股东权益(万元),4371,3712,1552,1268,2001,1613,1334,294,46,287,327,275,455,337,226,81,281,63,
所有者权益(或股东权益)合计(万元),185037,176022,166468,158307,162307,154462,146912,139614,139342,133646,129054,124689,127700,78465,72958,68169,49971,41881,
负债和所有者权益(或股东权益)总计(万元),234165,219182,201743,189829,195154,193353,170464,165260,161009,155753,145513,139216,143887,106904,97704,83157,57140,48657,		
  
