报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),7595,6610,11289,14645,26887,7897,8457,9431,6726,5936,7424,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),31,85,7,25,--,--,70,2,--,37,--,
应收账款(万元),12132,10972,10207,7904,7461,7094,7496,6486,5370,5201,4777,
预付款项(万元),142,197,150,82,106,580,411,369,183,26,82,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),35,27,29,12,23,23,36,138,45,251,727,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),4996,4778,4785,3651,3484,3482,3510,3845,3732,3100,2661,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6491,9276,7753,13297,163,211,253,602,255,--,--,
流动资产合计(万元),31422,31946,34221,39616,38125,19286,20233,20872,16310,14551,15672,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),500,500,500,500,500,500,500,500,500,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,500,500,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,11152,--,8578,--,8555,8536,8295,6210,--,--,
累计折旧(万元),--,4659,--,4339,--,4139,3997,3466,3096,--,--,
固定资产净值(万元),--,6493,--,4239,--,4416,4539,4829,3114,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),7377,6493,6517,4239,4362,4416,4539,4829,3114,3071,2434,
在建工程(万元),3903,3650,3607,3562,2861,2706,1104,163,1469,489,136,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4992,5055,5099,2881,2928,2920,2986,3079,3161,3220,1062,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),5676,5676,5680,--,--,--,--,--,--,--,--,
长期待摊费用(万元),106,116,125,123,132,141,138,114,34,63,102,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),446,492,561,78,80,85,82,93,73,191,211,
其他非流动资产(万元),1897,1347,919,797,775,776,91,83,114,6,122,
非流动资产合计(万元),24897,23328,23009,12181,11638,11543,9439,8861,8465,7540,4567,
资产总计(万元),56320,55274,57230,51797,49763,30830,29671,29733,24775,22091,20239,
短期借款(万元),--,--,1150,--,--,--,--,--,--,--,2000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,41,84,40,23,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1475,1550,1500,1150,1050,1150,1450,2650,1003,1000,--,
应付账款(万元),6086,5930,5860,4447,3792,3873,3553,3468,2912,3344,3155,
预收账款(万元),403,373,321,173,134,78,84,61,46,12,128,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),347,317,274,429,377,323,372,344,256,305,222,
应交税费(万元),87,55,49,133,147,76,89,29,38,-129,51,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,4,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,380,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),753,783,783,83,83,83,82,20,19,20,590,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),9150,9008,9937,6416,5625,5667,5671,6595,4275,4552,6531,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),272,277,282,52,55,59,66,80,94,--,--,
递延所得税负债(万元),482,452,472,--,--,19,16,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,750,750,
非流动负债合计(万元),754,729,754,52,55,78,82,80,94,750,750,
负债合计(万元),9904,9736,10691,6467,5680,5745,5753,6674,4369,5302,7281,
实收资本(或股本)(万元),10000,10000,10000,10000,10000,7500,7500,7500,7500,7500,1235,
资本公积(万元),22232,22232,22229,22229,22067,6464,6464,6464,6464,6464,7673,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1760,1760,1760,1760,1362,1362,1362,993,644,283,2363,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),11539,10923,11999,11340,10654,9650,8504,8186,5797,2543,1687,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),45770,44920,46005,45330,44083,25085,23919,23058,20406,16790,12958,
少数股东权益(万元),646,617,534,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),46415,45538,46538,45330,44083,25085,23919,23058,20406,16790,12958,
负债和所有者权益(或股东权益)总计(万元),56320,55274,57230,51797,49763,30830,29671,29733,24775,22091,20239,		
  
