报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),16531,20467,46564,22563,10742,14715,9435,26236,20402,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),111,231,650,288,468,175,1300,1650,313,
应收账款(万元),27899,29925,28407,28631,33090,30486,36701,28179,18638,
预付款项(万元),41,79,2,348,123,31,16,86,34,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,24,--,--,--,18,22,41,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),2501,2374,2124,2665,3231,2597,2113,3011,1443,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),33019,24989,21669,23162,20673,20839,17799,19714,18734,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),15131,12267,14957,15578,19351,21836,20932,24799,15548,
其他流动资产(万元),11761,14170,1123,24841,1024,81,8355,56,26,
流动资产合计(万元),106994,104528,115495,118076,88703,90778,96672,103772,75139,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),600,600,600,600,600,600,600,600,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),65908,56153,41513,34643,22874,18162,17723,20350,21016,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1227,1240,1193,1205,1220,1230,--,--,--,
固定资产原值(万元),--,1617,--,1549,--,1533,3055,2772,2484,
累计折旧(万元),--,1150,--,1101,--,1041,1232,1127,842,
固定资产净值(万元),--,468,--,448,--,492,1824,1645,1642,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),537,468,412,448,459,492,1824,1645,1642,
在建工程(万元),--,--,--,--,--,--,--,118,4,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),47,32,38,46,42,30,7,11,23,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),4,4,4,4,4,4,4,4,4,
长期待摊费用(万元),9,14,15,16,19,21,26,40,62,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1223,1052,978,1004,1077,1014,972,727,371,
其他非流动资产(万元),2133,2133,1231,1231,993,993,993,--,--,
非流动资产合计(万元),71689,61697,45984,39198,27288,22546,22148,23495,23122,
资产总计(万元),178683,166224,161479,157274,115991,113324,118820,127268,98261,
短期借款(万元),6000,--,6000,22000,16000,15000,14000,24600,25000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),757,3721,4667,2334,1349,2571,2075,2516,2982,
应付账款(万元),35131,29868,23158,34675,25952,24675,28289,32158,25154,
预收账款(万元),75,65,86,--,41,68,--,--,1359,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1140,984,1011,1195,591,348,681,666,701,
应交税费(万元),2024,1904,1147,2136,3389,3406,4300,4737,4305,
应付利息(万元),554,275,8,56,21,20,23,47,43,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),635,546,1389,359,314,178,185,298,578,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),5601,4172,2580,2811,--,--,--,6,--,
流动负债合计(万元),51916,41534,40046,65566,47657,46266,49553,65029,60121,
长期借款(万元),20000,20000,20000,20000,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),20000,20000,20000,20000,0,0,0,0,0,
负债合计(万元),71916,61534,60046,85566,47657,46266,49553,65029,60121,
实收资本(或股本)(万元),8700,8700,8700,6525,6525,6525,6525,6525,5220,
资本公积(万元),58356,58356,58356,30958,30958,30958,30958,30958,14254,
