报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),20178,31237,49576,60508,78360,98416,81206,93139,103966,116204,95947,87876,89584,60057,102633,93793,110979,134230,132464,103337,131092,93499,99799,95397,82585,94054,99917,67809,55287,73892,112348,168106,113669,115369,100626,98106,80885,91752,56955,43281,42389,51622,49507,36922,59347,39074,40997,31969,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,644,914,1536,1995,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),44056,41220,56468,20548,6040,7608,11467,2808,10512,13766,10771,12716,12222,6519,6900,6824,9711,8338,13987,4886,7841,14092,13784,16018,10793,18436,21910,25538,24007,20520,30491,27932,19469,20665,14602,10875,13731,13379,9665,9458,9794,8490,8685,16342,9009,10571,10567,10361,
应收账款(万元),32107,24857,23378,16952,23702,23479,24098,17987,26215,29619,29822,25353,32604,32617,28409,28029,36549,35478,35665,34486,41043,39235,41160,41133,38817,42148,32940,31900,27680,32768,24985,20716,21157,24899,17742,14108,23734,20876,12596,10693,9018,13316,11911,5666,12697,13887,14574,10011,
预付款项(万元),35086,38317,85320,15301,14925,13055,7029,7294,9240,11042,12409,12757,10517,8676,12575,9431,11686,12281,15069,15150,16367,20938,22857,31362,39243,23621,69915,75273,26948,29663,22180,26413,12680,9978,10395,9333,18062,21824,12920,11711,12358,13703,11618,7308,8233,8068,5415,7702,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,29,--,0,--,41,--,0,--,41,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),43156,43004,41115,60068,2049,1342,864,776,997,983,915,711,814,882,936,1027,2567,2668,2658,1165,1576,3547,3517,1748,2101,1907,1864,1799,1733,1681,2629,1934,3895,2355,2287,2125,3136,3258,1873,1542,641,1187,1192,6010,5917,2279,1549,1321,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
存货(万元),30558,31352,26697,26477,32602,27705,26754,25714,28291,34407,29818,27091,30296,31257,29209,35911,45890,45742,44536,40731,53231,52743,54091,51251,54027,56561,57263,52424,57932,57061,61707,55234,48945,51367,45611,48593,40309,36463,41873,38971,40019,33332,35300,22890,31509,30261,28015,23247,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),1800,1800,--,--,--,--,--,--,--,--,--,940,940,940,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,571,--,0,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),933,179,574,476,946,3314,2142,3297,510,90,--,--,--,879,2272,168,33414,33533,34590,32540,796,1427,631,666,484,431,2533,168,494,633,476,114,212,273,270,110,156,61,86,16,24,21,12,5,506,498,14,11,
流动资产合计(万元),207875,211968,283129,200330,158625,174919,153561,151016,179731,206111,179682,167444,187275,152125,182935,175184,250795,272270,278970,232295,251946,225482,235839,237575,228051,237159,286341,254911,194082,216219,254815,300449,220028,224906,191534,183848,180013,187614,135966,116357,115157,123209,120220,95185,127218,104639,101131,84623,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),17608,16721,10558,10558,4958,4958,4958,4958,4972,4972,4972,4972,8459,8459,8459,8459,13888,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,571,571,571,815,815,815,815,815,815,--,--,--,
长期应收款(万元),--,--,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,2740,2740,2740,2740,940,940,940,940,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14462,14462,14462,14462,14462,14462,14462,14462,14462,15578,15617,15604,15610,15590,15592,13897,14083,11463,11449,11201,11143,11092,11211,18545,18268,16060,15716,9444,1619,1619,1619,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),518,521,1619,1631,2605,2621,2617,2658,523,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,271492,--,270397,--,367447,--,366976,--,307569,--,307021,--,303536,--,317506,--,392712,--,385004,--,356653,--,402014,--,327975,--,326982,--,316445,--,311746,--,276547,--,271851,--,218862,--,221728,--,159475,--,158258,--,183030,--,151320,
