报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),22606,30408,9739,10399,8985,9697,10610,14942,10461,8583,11667,12957,15576,10429,17854,22484,7422,8862,6030,17475,20218,4758,4351,4257,7377,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),10079,568,685,141,80,65,6,--,23,201,9,--,70,--,--,--,150,280,100,455,--,0,5,50,0,
应收账款(万元),47625,48001,44188,43921,38917,39448,37335,37422,31523,27674,24725,26185,16756,20508,16391,18298,18960,14718,13240,5527,5848,5123,4699,1759,958,
预付款项(万元),11490,3618,2743,1463,2712,2184,4329,2320,1719,1618,193,202,426,526,332,179,1789,287,590,743,25,62,42,58,29,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,3,5,16,98,73,45,83,--,--,--,--,--,30,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),2682,2268,2342,1808,1762,1608,1401,1075,1936,1308,876,583,960,837,1040,526,1907,1271,1289,1074,322,756,790,312,478,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),29712,16401,14740,12697,16711,16623,12099,10860,9226,10897,8519,7330,8541,8173,7395,6909,6522,6091,6377,5100,2421,2854,1502,3591,716,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
