报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),39159,6355,7160,40661,59428,14118,10695,50205,58788,10301,4473,8292,19866,12045,10216,12429,17176,9930,12625,18432,22381,18640,20984,24684,27725,23787,24462,26881,29715,28109,1332,4185,2287,1247,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),340,340,340,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),110,538,26,94,62,62,91,272,432,144,456,116,--,17,--,--,--,--,--,220,11,--,40,50,43,46,10,--,--,--,--,0,0,0,
应收账款(万元),41707,43830,36123,33368,31622,30685,27130,22667,23005,26028,23235,18916,21153,27115,17880,16061,14241,17114,14627,13253,11751,15984,14542,14180,12961,14798,12188,11170,9453,9518,7347,6625,3892,3513,
预付款项(万元),2467,3488,2581,2350,2064,6369,2657,3045,1533,2191,1570,2323,1558,2393,1435,1547,1034,1710,3422,7146,7020,4129,3320,1927,937,2203,1762,1571,575,614,616,511,151,288,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,9,47,30,53,49,143,68,343,296,391,363,226,86,439,268,285,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,
其他应收款(万元),--,6708,6253,13223,5761,5028,4819,3502,4220,4692,3142,3504,2822,2857,1770,1407,1471,1655,1571,1442,1256,1205,1093,902,840,710,709,540,623,491,562,526,436,416,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),23462,26600,21964,21924,19980,24570,17618,17253,17540,22103,19318,16956,17478,19867,12970,10700,10624,11938,8800,7798,7234,7175,5067,4625,5187,6385,5111,5036,5397,6574,5757,5025,2200,1675,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),16607,19508,28400,1008,6009,30508,29708,1408,2027,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,--,--,--,0,0,0,
流动资产合计(万元),130107,107367,102847,112629,124925,111340,92719,98353,107545,65459,52194,50108,62878,64304,44316,42174,44600,42396,41189,48359,49996,47429,45436,46732,47920,48015,44681,45465,46048,45306,15614,16871,8966,7139,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),1806,1806,1806,1806,1806,1806,1806,1806,1854,1900,1900,1851,1900,2353,263,246,273,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),8797,8489,8516,8521,6075,4999,4725,3731,3033,2387,3705,2755,1962,875,--,--,--,431,444,144,144,--,255,--,--,--,--,--,--,5,5,5,0,35,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),1576,1603,1614,1632,1649,1647,1672,1697,1722,1748,1773,1798,1823,1848,1873,1899,1924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产原值(万元),19514,--,19469,--,19422,--,19143,--,18579,--,18300,--,18143,--,17590,--,17466,--,17399,--,4322,--,4155,--,4029,--,3895,--,3568,--,--,2880,2381,0,
累计折旧(万元),5538,--,5170,--,4690,--,4209,--,3716,--,3245,--,2774,--,2122,--,1650,--,1790,--,1617,--,1429,--,1245,--,1071,--,946,--,--,660,460,0,
固定资产净值(万元),13977,--,14298,--,14732,--,14934,--,14863,--,15055,--,15368,--,15468,--,15816,--,15610,--,2705,--,2726,--,2784,--,2823,--,2622,--,--,2220,1920,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),13977,14173,14298,13998,14732,14837,14934,14797,14863,15063,15055,15195,15368,15447,15468,15670,15816,17597,15610,2752,2705,2681,2726,2712,2784,2807,2823,2614,2622,2631,2513,2220,1920,1650,
在建工程(万元),--,267,196,184,178,66,58,56,55,96,173,166,157,133,125,122,121,306,287,6392,3882,3776,2916,2798,2727,550,516,458,478,151,81,4,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),4719,4427,4776,5635,5521,3328,3575,3807,4046,3765,3998,4202,4432,3507,1182,1197,1227,1257,1105,1126,1147,1044,1059,1067,1082,1097,1111,1105,755,620,624,8,11,6,
开发支出(万元),742,862,354,146,--,398,256,128,--,397,261,194,--,553,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),46958,46958,46958,46958,46958,46958,46958,46958,46958,46958,46958,44958,44958,45069,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期待摊费用(万元),187,302,359,315,377,357,195,161,147,251,273,198,134,142,146,139,134,81,88,100,0,0,0,0,1,0,0,1,1,24,1,1,2,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),1832,1619,1611,1586,1586,1316,1306,1214,1207,932,903,923,921,784,598,574,574,430,430,433,433,332,334,332,332,267,267,265,265,191,190,190,119,123,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
非流动资产合计(万元),80817,80506,80489,80782,78884,75712,75486,74355,73887,73498,74999,72241,71656,70711,19686,19847,20069,20101,17963,10947,8312,7833,7291,6910,6925,4721,4718,4442,4122,3623,3414,2428,2052,1814,
资产总计(万元),210924,187874,183336,193411,203809,187052,168205,172709,181431,138957,127193,122349,134534,135014,64002,62021,64669,62497,59152,59305,58307,55262,52727,53642,54845,52737,49399,49907,50169,48928,19028,19299,11018,8954,
短期借款(万元),17800,14358,17000,14500,14500,11000,2025,--,--,525,5300,2350,7550,8310,1500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,480,2980,2000,1465,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,397,521,288,0,
应付账款(万元),--,--,13608,16324,17496,16686,10835,10277,11387,10683,9234,9135,9502,10922,5762,4378,5202,6138,5263,4255,3832,3693,2373,2522,2508,3083,2246,2195,2399,2975,2234,3016,1965,2404,
预收账款(万元),9517,6477,4645,4020,6823,6777,3909,5135,8705,7147,5893,2636,7117,5588,1578,1282,2201,1685,1288,1740,1585,758,517,387,713,595,314,394,637,504,411,915,445,984,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),1489,483,546,525,1206,50,388,407,1250,67,314,314,958,107,22,32,43,30,15,12,32,22,9,0,71,73,74,58,70,63,53,35,64,52,
应交税费(万元),4776,1105,663,976,4193,1086,1189,910,3794,1333,627,509,2422,1502,312,901,1064,444,103,133,401,60,-102,305,1121,547,333,408,465,410,114,467,337,273,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付股利(万元),--,--,--,32,32,32,52,--,--,--,--,--,--,--,--,830,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),--,256,597,8094,8099,8030,12804,19434,19491,7640,7766,12221,20361,28387,244,246,119,165,127,307,272,483,511,341,436,176,162,99,30,245,6,41,17,570,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),2528,3739,4172,3586,4605,4172,4172,3594,3594,3594,3594,1452,867,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),58485,43533,41231,48056,56954,47833,35374,39757,48302,30987,32728,28617,48778,54814,9418,7668,8628,8463,6796,6447,6122,5017,3308,3555,4851,4474,3128,3154,3600,4676,6196,6996,4582,4783,
长期借款(万元),4387,4676,5262,6915,6915,8415,9001,9055,9641,10852,11438,9348,1733,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
