报告日期,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),12576,6866,15071,18708,14013,11436,14127,5832,7997,4888,5264,6418,6530,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),130,--,--,--,1,302,313,--,--,28,--,219,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),12930,16807,16068,15285,10634,13340,13600,12590,11326,8480,6367,4996,3765,
预付款项(万元),1966,1609,1927,2949,2496,3637,2479,679,800,96,393,167,134,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1988,1425,1599,4318,224,422,763,561,521,1362,972,742,574,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),17973,15256,17549,17085,15058,14604,11459,10347,10689,9779,8144,9743,9439,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),156,17,22,5001,10214,10028,10018,403,243,68,20,878,--,
流动资产合计(万元),47718,41981,52235,63345,52640,53769,52760,30411,31576,24701,21160,23162,20443,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),27339,--,26150,--,25704,--,18995,--,17359,9028,8789,--,7043,
累计折旧(万元),6914,--,6032,--,5190,--,4472,--,3961,3154,2512,--,1431,
固定资产净值(万元),20425,--,20118,--,20514,--,14524,--,13398,5874,6277,--,5613,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),20425,20065,20118,20434,20514,14834,14524,13218,13398,5874,6277,6470,5613,
在建工程(万元),2190,833,873,659,272,5504,5053,3069,2413,6553,1323,60,423,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),19139,19251,19361,7405,7446,7241,7132,7120,7163,7316,7451,7475,613,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),10,12,15,17,19,22,25,16,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),410,437,453,431,398,341,340,306,409,342,119,64,103,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),42175,40598,40820,28946,28649,27943,27074,23730,23384,20085,15170,14069,6752,
资产总计(万元),89893,82579,93055,92291,81289,81712,79833,54141,54960,44786,36330,37231,27194,
短期借款(万元),--,1000,7065,4140,--,3500,1500,9000,10042,1314,2219,7471,2147,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,164,772,908,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,877,290,801,
应付账款(万元),8392,5047,10412,10396,7449,7152,9689,6374,7712,6841,6164,7328,6327,
预收账款(万元),3019,1443,2315,3054,1743,2211,1700,1767,826,845,675,759,951,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1249,712,1089,1194,955,768,924,742,967,760,627,641,509,
应交税费(万元),1269,948,1449,873,963,692,859,538,643,558,358,9,1187,
应付利息(万元),--,1,23,5,--,4,3,12,31,12,7,13,3,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),53,12,83,65,77,31,59,42,17,198,252,133,82,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
