报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),919549,709586,513068,669005,493923,374599,434063,644022,495026,403312,632675,782697,691296,745849,760093,940724,645008,585248,399435,363832,379690,599598,626835,330777,563522,350943,496050,220257,256161,368458,89698,107056,105159,90633,208442,84827,103607,144064,107098,117544,107511,121457,133797,135116,62148,81533,50795,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0,
交易性金融资产(万元),81995,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0,
应收票据(万元),82015,55309,48459,74680,81445,69327,45074,61372,54475,30170,23865,35111,38597,33003,28784,35646,43537,35331,28677,43995,24370,31675,25405,31399,18499,19224,18891,24598,22529,17313,18157,13140,18227,11916,12646,7122,6348,6967,5185,22033,28005,26448,21323,16518,14357,12232,8367,
应收账款(万元),373459,407978,355160,376243,357426,361308,257773,398654,362220,378890,240632,401659,359561,351393,294842,454211,358153,361743,327690,384088,314209,288935,314873,269974,264402,220089,233555,261134,217590,175888,205220,213700,165858,165183,179504,85667,88069,84011,63732,87098,70124,88037,86349,73143,84169,96960,75524,
预付款项(万元),146148,164242,36999,46402,42284,44018,38049,108459,116766,173698,160792,348909,325986,129982,110717,195657,137374,187208,138563,179956,200029,204427,178488,392312,379228,362721,324174,318303,351441,339859,244643,380719,345957,277951,230778,48527,46049,22604,31062,36175,44248,23101,15213,24088,34725,30854,18595,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,0,
应收利息(万元),1519,1298,1202,1274,982,815,595,836,621,1238,1221,1204,2025,1730,2192,1862,748,592,564,582,566,802,745,1093,1255,1055,413,360,513,438,286,--,0,22,285,--,0,--,0,0,--,--,--,--,--,--,0,
应收股利(万元),14627,--,--,9709,17337,--,2070,10780,17768,1485,1485,10380,25450,11838,21916,20432,26342,7600,11600,11600,11600,--,--,--,--,--,5301,--,--,--,--,--,0,--,0,--,0,--,0,0,0,6617,6617,--,--,--,6300,
其他应收款(万元),15963,16604,15821,15230,6962,8683,6458,15584,15471,17595,10681,13497,12915,19843,22453,26542,26269,21235,19558,112220,114648,109635,112754,126768,133344,128081,152393,141723,121703,106935,85374,73404,71572,63209,89947,40126,44005,33344,30914,13913,12108,10460,12447,15437,10734,8321,7325,
